machine,modele,quantification,prompt,classe,n_caracteres,max_tokens,run,tokens,duree_s,energie_kWh,joules,joules_pmic,joules_pmic_cpu,w_moyen_pmic
Pi5,Llama-3.2-1B,Q4_K_M,Who is Samantha Andrews?,court,24,16,5,16,1.16,2.785569685703643e-06,10.0,7.0,4.7,6.17
Pi5,Llama-3.2-1B,Q4_K_M,What year did WW2 start?,court,24,16,1,16,1.25,2.960684723550996e-06,10.7,7.0,4.8,6.2
Pi5,Llama-3.2-1B,Q4_K_M,What year did WW2 start?,court,24,16,2,16,1.16,2.7855242235915006e-06,10.0,6.7,4.4,5.92
Pi5,Llama-3.2-1B,Q4_K_M,What year did WW2 start?,court,24,16,3,16,1.17,2.7895397434322274e-06,10.0,6.6,4.3,5.82
Pi5,Llama-3.2-1B,Q4_K_M,What year did WW2 start?,court,24,16,4,16,1.16,2.784222692457653e-06,10.0,7.0,4.7,6.22
Pi5,Llama-3.2-1B,Q4_K_M,What year did WW2 start?,court,24,16,5,16,1.25,2.9004853878184304e-06,10.4,6.4,4.1,5.68
Pi5,Llama-3.2-1B,Q4_K_M,Give 10 features of the sun.,court,28,16,1,16,1.25,2.954672644297904e-06,10.6,7.5,5.1,6.13
Pi5,Llama-3.2-1B,Q4_K_M,Give 10 features of the sun.,court,28,16,2,16,1.17,2.7913525314841597e-06,10.0,5.5,3.8,6.14
Pi5,Llama-3.2-1B,Q4_K_M,Give 10 features of the sun.,court,28,16,3,16,1.16,2.7880933684515305e-06,10.0,6.4,4.2,5.68
Pi5,Llama-3.2-1B,Q4_K_M,Give 10 features of the sun.,court,28,16,4,16,1.16,2.7776869440623575e-06,10.0,5.9,4.0,5.92
Pi5,Llama-3.2-1B,Q4_K_M,Give 10 features of the sun.,court,28,16,5,16,1.25,2.896487827068659e-06,10.4,6.3,4.1,5.57
Pi5,Llama-3.2-1B,Q4_K_M,Write a mock newspaper headline.,court,32,16,1,16,1.25,2.9429410142721984e-06,10.6,6.6,4.3,5.41
Pi5,Llama-3.2-1B,Q4_K_M,Write a mock newspaper headline.,court,32,16,2,16,1.16,2.7706524937368483e-06,10.0,5.1,3.4,5.68
Pi5,Llama-3.2-1B,Q4_K_M,Write a mock newspaper headline.,court,32,16,3,16,1.16,2.7720723951944614e-06,10.0,6.8,4.5,6.01
Pi5,Llama-3.2-1B,Q4_K_M,Write a mock newspaper headline.,court,32,16,4,16,1.15,2.7688576554998613e-06,10.0,6.8,4.5,5.99
Pi5,Llama-3.2-1B,Q4_K_M,Write a mock newspaper headline.,court,32,16,5,16,1.16,2.7781171287389685e-06,10.0,6.8,4.5,5.99
Pi5,Llama-3.2-1B,Q4_K_M,Create a data visualization of the latest COVID-19 cases in the US.,moyen,67,16,1,16,1.35,3.2331786219597037e-06,11.6,7.9,5.3,6.37
Pi5,Llama-3.2-1B,Q4_K_M,Create a data visualization of the latest COVID-19 cases in the US.,moyen,67,16,2,16,1.18,2.8176858494156153e-06,10.1,6.0,4.0,5.99
Pi5,Llama-3.2-1B,Q4_K_M,Create a data visualization of the latest COVID-19 cases in the US.,moyen,67,16,3,16,1.17,2.803597783217389e-06,10.1,6.9,4.6,6.08
Pi5,Llama-3.2-1B,Q4_K_M,Create a data visualization of the latest COVID-19 cases in the US.,moyen,67,16,4,16,1.17,2.797624538869913e-06,10.1,6.7,4.5,5.91
Pi5,Llama-3.2-1B,Q4_K_M,Create a data visualization of the latest COVID-19 cases in the US.,moyen,67,16,5,16,1.25,2.9023684099220585e-06,10.4,6.2,4.0,5.51
Pi5,Llama-3.2-1B,Q4_K_M,"Calculate the price after discount.
Regular price: $100, Discount: 15%",moyen,70,16,1,16,1.36,3.2590801597269584e-06,11.7,8.0,5.7,6.54
Pi5,Llama-3.2-1B,Q4_K_M,"Calculate the price after discount.
Regular price: $100, Discount: 15%",moyen,70,16,2,16,1.18,2.8069868233620762e-06,10.1,7.0,4.7,6.18
Pi5,Llama-3.2-1B,Q4_K_M,"Calculate the price after discount.
Regular price: $100, Discount: 15%",moyen,70,16,3,16,1.18,2.8192711409615367e-06,10.1,6.7,4.4,5.92
Pi5,Llama-3.2-1B,Q4_K_M,"Calculate the price after discount.
Regular price: $100, Discount: 15%",moyen,70,16,4,16,1.18,2.8159062833413505e-06,10.1,6.9,4.7,6.11
Pi5,Llama-3.2-1B,Q4_K_M,"Calculate the price after discount.
Regular price: $100, Discount: 15%",moyen,70,16,5,16,1.18,2.8111537947729914e-06,10.1,6.4,4.1,5.65
Pi5,Llama-3.2-1B,Q4_K_M,"Parse the given sentence grammatically.
The small jar sat on the shelf.",moyen,71,16,1,16,1.36,3.2491625115044787e-06,11.7,8.0,5.6,6.52
Pi5,Llama-3.2-1B,Q4_K_M,"Parse the given sentence grammatically.
The small jar sat on the shelf.",moyen,71,16,2,16,1.17,2.7964418492539664e-06,10.1,6.7,4.4,5.9
Pi5,Llama-3.2-1B,Q4_K_M,"Parse the given sentence grammatically.
The small jar sat on the shelf.",moyen,71,16,3,16,1.16,2.7784102907418384e-06,10.0,6.6,4.4,5.87
Pi5,Llama-3.2-1B,Q4_K_M,"Parse the given sentence grammatically.
The small jar sat on the shelf.",moyen,71,16,4,16,1.19,2.831529717911588e-06,10.2,6.1,4.1,6.11
Pi5,Llama-3.2-1B,Q4_K_M,"Parse the given sentence grammatically.
The small jar sat on the shelf.",moyen,71,16,5,16,1.25,2.8991555704050474e-06,10.4,5.8,3.7,5.19
Pi5,Llama-3.2-1B,Q4_K_M,"Rewrite the given program in Java.
a = 4
b = 5
c = a + b
print(c)",moyen,65,16,1,16,1.51,3.896027571789238e-06,14.0,8.3,5.6,6.13
Pi5,Llama-3.2-1B,Q4_K_M,"Rewrite the given program in Java.
a = 4
b = 5
c = a + b
print(c)",moyen,65,16,2,16,1.18,2.8072679096206754e-06,10.1,6.8,4.7,6.01
Pi5,Llama-3.2-1B,Q4_K_M,"Rewrite the given program in Java.
a = 4
b = 5
c = a + b
print(c)",moyen,65,16,3,16,1.17,2.7881790951836053e-06,10.0,6.9,4.6,6.09
Pi5,Llama-3.2-1B,Q4_K_M,"Rewrite the given program in Java.
a = 4
b = 5
c = a + b
print(c)",moyen,65,16,4,16,1.19,2.828625576272172e-06,10.2,6.3,4.1,5.57
Pi5,Llama-3.2-1B,Q4_K_M,"Rewrite the given program in Java.
a = 4
b = 5
c = a + b
print(c)",moyen,65,16,5,16,1.16,2.786543996368301e-06,10.0,5.9,3.9,5.86
Pi5,Llama-3.2-1B,Q4_K_M,"Based on the input, provide the correct spelling of the word.
ambigious",moyen,71,16,1,16,1.36,3.2817018104168226e-06,11.8,7.2,5.0,6.36
Pi5,Llama-3.2-1B,Q4_K_M,"Based on the input, provide the correct spelling of the word.
ambigious",moyen,71,16,2,16,1.17,2.7999915239409004e-06,10.1,6.7,4.5,5.89
Pi5,Llama-3.2-1B,Q4_K_M,"Based on the input, provide the correct spelling of the word.
ambigious",moyen,71,16,3,16,1.18,2.8086825066109955e-06,10.1,6.9,4.6,6.07
Pi5,Llama-3.2-1B,Q4_K_M,"Based on the input, provide the correct spelling of the word.
ambigious",moyen,71,16,4,16,1.18,2.8132699692441154e-06,10.1,6.9,4.7,6.16
Pi5,Llama-3.2-1B,Q4_K_M,"Based on the input, provide the correct spelling of the word.
ambigious",moyen,71,16,5,16,1.17,2.7938256521768822e-06,10.1,6.0,3.9,5.98
Pi5,Llama-3.2-1B,Q4_K_M,Construct a query that returns information about the Eiffel Tower.,moyen,66,16,1,16,1.32,3.1178400700967522e-06,11.2,6.3,4.2,5.54
Pi5,Llama-3.2-1B,Q4_K_M,Construct a query that returns information about the Eiffel Tower.,moyen,66,16,2,16,1.18,2.8126894579885666e-06,10.1,6.6,4.4,5.86
Pi5,Llama-3.2-1B,Q4_K_M,Construct a query that returns information about the Eiffel Tower.,moyen,66,16,3,16,1.17,2.79652312407644e-06,10.1,6.7,4.4,5.91
Pi5,Llama-3.2-1B,Q4_K_M,Construct a query that returns information about the Eiffel Tower.,moyen,66,16,4,16,1.17,2.791808067248961e-06,10.1,7.0,4.7,6.2
Pi5,Llama-3.2-1B,Q4_K_M,Construct a query that returns information about the Eiffel Tower.,moyen,66,16,5,16,1.17,2.8038049718916433e-06,10.1,6.1,4.0,6.05
Pi5,Llama-3.2-1B,Q4_K_M,"Create a set from the given input and find its size.
[1, 2, 3, 2, 4, 2]",moyen,71,16,1,16,1.55,3.959215669025932e-06,14.3,9.3,6.4,6.37
Pi5,Llama-3.2-1B,Q4_K_M,"Create a set from the given input and find its size.
[1, 2, 3, 2, 4, 2]",moyen,71,16,2,16,1.25,2.9029766076084504e-06,10.5,6.6,4.4,5.84
Pi5,Llama-3.2-1B,Q4_K_M,"Create a set from the given input and find its size.
[1, 2, 3, 2, 4, 2]",moyen,71,16,3,16,1.17,2.7983074905521196e-06,10.1,6.7,4.4,5.91
Pi5,Llama-3.2-1B,Q4_K_M,"Create a set from the given input and find its size.
[1, 2, 3, 2, 4, 2]",moyen,71,16,4,16,1.16,2.7895838118688345e-06,10.0,6.7,4.4,5.88
Pi5,Llama-3.2-1B,Q4_K_M,"Create a set from the given input and find its size.
[1, 2, 3, 2, 4, 2]",moyen,71,16,5,16,1.16,2.77530727204149e-06,10.0,6.5,4.2,5.73
Pi5,Llama-3.2-1B,Q4_K_M,"What are the different types of characters in the given play?
Macbeth",moyen,69,16,1,16,1.33,3.173078917499242e-06,11.4,7.4,5.1,6.52
Pi5,Llama-3.2-1B,Q4_K_M,"What are the different types of characters in the given play?
Macbeth",moyen,69,16,2,16,1.17,2.7912159680856236e-06,10.0,6.8,4.6,6.05
Pi5,Llama-3.2-1B,Q4_K_M,"What are the different types of characters in the given play?
Macbeth",moyen,69,16,3,16,1.17,2.797989409490329e-06,10.1,6.5,4.3,5.81
Pi5,Llama-3.2-1B,Q4_K_M,"What are the different types of characters in the given play?
Macbeth",moyen,69,16,4,16,1.16,2.7857136362447842e-06,10.0,6.7,4.5,5.94
Pi5,Llama-3.2-1B,Q4_K_M,"What are the different types of characters in the given play?
Macbeth",moyen,69,16,5,16,1.16,2.7786448796970867e-06,10.0,5.8,3.9,5.82
Pi5,Llama-3.2-1B,Q4_K_M,"Find the x-intercept of the line given by the equation.
y = 4x + 10",moyen,67,16,1,16,1.4,3.4044470444140144e-06,12.3,8.0,5.3,5.88
Pi5,Llama-3.2-1B,Q4_K_M,"Find the x-intercept of the line given by the equation.
y = 4x + 10",moyen,67,16,2,16,1.17,2.797616394851148e-06,10.1,6.7,4.5,5.9
Pi5,Llama-3.2-1B,Q4_K_M,"Find the x-intercept of the line given by the equation.
y = 4x + 10",moyen,67,16,3,16,1.17,2.8006693143498005e-06,10.1,7.0,4.7,6.24
Pi5,Llama-3.2-1B,Q4_K_M,"Find the x-intercept of the line given by the equation.
y = 4x + 10",moyen,67,16,4,16,1.25,2.904887009914523e-06,10.5,6.4,4.2,5.69
Pi5,Llama-3.2-1B,Q4_K_M,"Find the x-intercept of the line given by the equation.
y = 4x + 10",moyen,67,16,5,16,1.16,2.78572455471722e-06,10.0,6.5,4.3,5.78
Pi5,Llama-3.2-1B,Q4_K_M,"Identify the most suitable adverb for the following sentence
She works",moyen,70,16,1,16,1.34,3.1726552394663413e-06,11.4,7.2,5.1,6.34
Pi5,Llama-3.2-1B,Q4_K_M,"Identify the most suitable adverb for the following sentence
She works",moyen,70,16,2,16,1.16,2.7835294357699575e-06,10.0,7.0,4.7,6.22
Pi5,Llama-3.2-1B,Q4_K_M,"Identify the most suitable adverb for the following sentence
She works",moyen,70,16,3,16,1.16,2.7817487551982954e-06,10.0,6.0,4.0,6.02
Pi5,Llama-3.2-1B,Q4_K_M,"Identify the most suitable adverb for the following sentence
She works",moyen,70,16,4,16,1.16,2.780364778844738e-06,10.0,7.0,4.7,6.18
Pi5,Llama-3.2-1B,Q4_K_M,"Identify the most suitable adverb for the following sentence
She works",moyen,70,16,5,16,1.17,2.8069414434390462e-06,10.1,6.7,4.4,5.96
Pi5,Llama-3.2-1B,Q4_K_M,"Generate a sentence using the words ""caffeine"", ""hunter"", and ""monday"".",moyen,71,16,1,16,1.38,3.3354142890507173e-06,12.0,8.2,5.7,6.6
Pi5,Llama-3.2-1B,Q4_K_M,"Generate a sentence using the words ""caffeine"", ""hunter"", and ""monday"".",moyen,71,16,2,16,1.16,2.791438063805822e-06,10.0,6.7,4.5,6.06
Pi5,Llama-3.2-1B,Q4_K_M,"Generate a sentence using the words ""caffeine"", ""hunter"", and ""monday"".",moyen,71,16,3,16,1.18,2.810141524122896e-06,10.1,6.8,4.7,6.04
Pi5,Llama-3.2-1B,Q4_K_M,"Generate a sentence using the words ""caffeine"", ""hunter"", and ""monday"".",moyen,71,16,4,16,1.18,2.82366954114024e-06,10.2,5.5,3.5,5.44
Pi5,Llama-3.2-1B,Q4_K_M,"Generate a sentence using the words ""caffeine"", ""hunter"", and ""monday"".",moyen,71,16,5,16,1.17,2.7928920130506578e-06,10.1,6.6,4.4,5.85
Pi5,Llama-3.2-1B,Q4_K_M,"Sort the given words from most to least serious
Sneeze, trip, shout",moyen,67,16,1,16,1.48,3.4292173832513013e-06,12.3,8.4,5.9,6.16
Pi5,Llama-3.2-1B,Q4_K_M,"Sort the given words from most to least serious
Sneeze, trip, shout",moyen,67,16,2,16,1.17,2.8033622304122633e-06,10.1,5.9,3.9,5.9
Pi5,Llama-3.2-1B,Q4_K_M,"Sort the given words from most to least serious
Sneeze, trip, shout",moyen,67,16,3,16,1.17,2.7985607303922104e-06,10.1,7.2,4.9,6.35
Pi5,Llama-3.2-1B,Q4_K_M,"Sort the given words from most to least serious
Sneeze, trip, shout",moyen,67,16,4,16,1.16,2.7791150639790645e-06,10.0,7.0,4.7,6.19
Pi5,Llama-3.2-1B,Q4_K_M,"Sort the given words from most to least serious
Sneeze, trip, shout",moyen,67,16,5,16,1.16,2.7786277380095605e-06,10.0,5.4,3.6,5.95
Pi5,Llama-3.2-1B,Q4_K_M,Come up with at least 5 ways to use deep learning in healthcare.,moyen,64,16,1,16,1.34,3.2003031518249607e-06,11.5,7.4,5.2,6.53
Pi5,Llama-3.2-1B,Q4_K_M,Come up with at least 5 ways to use deep learning in healthcare.,moyen,64,16,2,16,1.16,2.7891492608670624e-06,10.0,5.9,3.9,5.94
Pi5,Llama-3.2-1B,Q4_K_M,Come up with at least 5 ways to use deep learning in healthcare.,moyen,64,16,3,16,1.16,2.775951850429435e-06,10.0,6.9,4.6,6.09
Pi5,Llama-3.2-1B,Q4_K_M,Come up with at least 5 ways to use deep learning in healthcare.,moyen,64,16,4,16,1.16,2.782443597794518e-06,10.0,6.8,4.6,6.05
Pi5,Llama-3.2-1B,Q4_K_M,Come up with at least 5 ways to use deep learning in healthcare.,moyen,64,16,5,16,1.17,2.792060397891537e-06,10.1,6.9,4.6,6.07
Pi5,Llama-3.2-1B,Q4_K_M,Describe the concept of artificial intelligence in your own words.,moyen,66,16,1,16,1.37,3.1719612993867982e-06,11.4,6.7,4.3,5.42
Pi5,Llama-3.2-1B,Q4_K_M,Describe the concept of artificial intelligence in your own words.,moyen,66,16,2,16,1.17,2.7974031135649666e-06,10.1,6.1,4.1,6.12
Pi5,Llama-3.2-1B,Q4_K_M,Describe the concept of artificial intelligence in your own words.,moyen,66,16,3,16,1.17,2.7933456861868994e-06,10.1,6.1,4.1,6.06
Pi5,Llama-3.2-1B,Q4_K_M,Describe the concept of artificial intelligence in your own words.,moyen,66,16,4,16,1.17,2.7984107620795347e-06,10.1,6.4,4.1,5.66
Pi5,Llama-3.2-1B,Q4_K_M,Describe the concept of artificial intelligence in your own words.,moyen,66,16,5,16,1.17,2.7994621590700535e-06,10.1,6.6,4.3,5.85
Pi5,Llama-3.2-1B,Q4_K_M,Follow the given example and create a poem about a passionate sunset.,moyen,69,16,1,16,1.31,3.101021758766349e-06,11.2,7.6,5.2,6.18
Pi5,Llama-3.2-1B,Q4_K_M,Follow the given example and create a poem about a passionate sunset.,moyen,69,16,2,16,1.17,2.7884238907202485e-06,10.0,6.7,4.4,5.91
Pi5,Llama-3.2-1B,Q4_K_M,Follow the given example and create a poem about a passionate sunset.,moyen,69,16,3,16,1.18,2.8188707590224893e-06,10.1,7.0,4.7,6.25
Pi5,Llama-3.2-1B,Q4_K_M,Follow the given example and create a poem about a passionate sunset.,moyen,69,16,4,16,1.17,2.802082556963303e-06,10.1,6.8,4.6,6.04
Pi5,Llama-3.2-1B,Q4_K_M,Follow the given example and create a poem about a passionate sunset.,moyen,69,16,5,16,1.17,2.794736580015613e-06,10.1,6.9,4.6,6.08
Pi5,Llama-3.2-1B,Q4_K_M,"Create three subheadings that could be used to divide the news article.
Tesla announced plans to develop a new battery technology that will increase the range of electric vehicles.",long,180,16,1,16,1.56,3.979384890125458e-06,14.3,9.0,6.4,6.59
Pi5,Llama-3.2-1B,Q4_K_M,"Create three subheadings that could be used to divide the news article.
Tesla announced plans to develop a new battery technology that will increase the range of electric vehicles.",long,180,16,2,16,1.16,2.7791713819391807e-06,10.0,6.9,4.6,6.1
Pi5,Llama-3.2-1B,Q4_K_M,"Create three subheadings that could be used to divide the news article.
Tesla announced plans to develop a new battery technology that will increase the range of electric vehicles.",long,180,16,3,16,1.16,2.780203529839482e-06,10.0,6.8,4.6,6.05
Pi5,Llama-3.2-1B,Q4_K_M,"Create three subheadings that could be used to divide the news article.
Tesla announced plans to develop a new battery technology that will increase the range of electric vehicles.",long,180,16,4,16,1.16,2.7824089511427875e-06,10.0,6.9,4.7,6.1
Pi5,Llama-3.2-1B,Q4_K_M,"Create three subheadings that could be used to divide the news article.
Tesla announced plans to develop a new battery technology that will increase the range of electric vehicles.",long,180,16,5,16,1.16,2.7886259783358747e-06,10.0,5.2,3.4,5.78
Pi5,Llama-3.2-1B,Q4_K_M,"Given a string word and a dictionary of words, determine whether the word is a valid word.
String word: ""hello""
Dictionary of words: { ""hi"", ""bye"", ""hello"", ""world"" }",long,166,16,1,16,1.69,4.182031681993733e-06,15.1,9.7,6.6,6.13
Pi5,Llama-3.2-1B,Q4_K_M,"Given a string word and a dictionary of words, determine whether the word is a valid word.
String word: ""hello""
Dictionary of words: { ""hi"", ""bye"", ""hello"", ""world"" }",long,166,16,2,16,1.16,2.7773450396881584e-06,10.0,6.5,4.3,5.8
