machine,modele,quantification,prompt,classe,n_caracteres,max_tokens,run,tokens,duree_s,energie_kWh,joules,joules_pmic,joules_pmic_cpu,w_moyen_pmic
Pi5,Gemma-3-1B,Q3_K_M,"Rewrite the given program in Java.
a = 4
b = 5
c = a + b
print(c)",moyen,65,16,3,16,1.26,2.9601378437227757e-06,10.7,6.2,4.4,5.48
Pi5,Gemma-3-1B,Q3_K_M,"Based on the input, provide the correct spelling of the word.
ambigious",moyen,71,16,1,8,0.71,2.1906942382016566e-06,7.9,3.6,2.5,5.28
Pi5,Gemma-3-1B,Q3_K_M,"Based on the input, provide the correct spelling of the word.
ambigious",moyen,71,16,2,8,0.72,2.1958562885492757e-06,7.9,3.4,2.3,5.05
Pi5,Gemma-3-1B,Q3_K_M,"Based on the input, provide the correct spelling of the word.
ambigious",moyen,71,16,3,8,0.71,2.192413608996552e-06,7.9,3.6,2.4,5.27
Pi5,Gemma-3-1B,Q3_K_M,Construct a query that returns information about the Eiffel Tower.,moyen,66,16,1,16,1.09,2.672935805965514e-06,9.6,5.0,3.4,5.55
Pi5,Gemma-3-1B,Q3_K_M,Construct a query that returns information about the Eiffel Tower.,moyen,66,16,2,16,1.09,2.674108049015612e-06,9.6,5.0,3.5,5.51
Pi5,Gemma-3-1B,Q3_K_M,Construct a query that returns information about the Eiffel Tower.,moyen,66,16,3,16,1.11,2.699660887308834e-06,9.7,5.0,3.4,5.57
Pi5,Gemma-3-1B,Q3_K_M,"Create a set from the given input and find its size.
[1, 2, 3, 2, 4, 2]",moyen,71,16,1,16,1.27,3.0027122581971175e-06,10.8,7.1,5.0,5.77
Pi5,Gemma-3-1B,Q3_K_M,"Create a set from the given input and find its size.
[1, 2, 3, 2, 4, 2]",moyen,71,16,2,16,1.27,3.0034944479134886e-06,10.8,6.5,4.6,5.74
Pi5,Gemma-3-1B,Q3_K_M,"Create a set from the given input and find its size.
[1, 2, 3, 2, 4, 2]",moyen,71,16,3,16,1.26,2.9719706361021406e-06,10.7,5.9,4.0,5.22
Pi5,Gemma-3-1B,Q3_K_M,"What are the different types of characters in the given play?
Macbeth",moyen,69,16,1,16,1.12,2.7176700342773056e-06,9.8,4.9,3.3,5.41
Pi5,Gemma-3-1B,Q3_K_M,"What are the different types of characters in the given play?
Macbeth",moyen,69,16,2,16,1.13,2.729184184249287e-06,9.8,4.9,3.3,5.46
Pi5,Gemma-3-1B,Q3_K_M,"What are the different types of characters in the given play?
Macbeth",moyen,69,16,3,16,1.27,3.008072927763035e-06,10.8,6.4,4.2,5.55
Pi5,Gemma-3-1B,Q3_K_M,"Find the x-intercept of the line given by the equation.
y = 4x + 10",moyen,67,16,1,16,1.19,2.838389578558811e-06,10.2,6.3,4.4,5.56
Pi5,Gemma-3-1B,Q3_K_M,"Find the x-intercept of the line given by the equation.
y = 4x + 10",moyen,67,16,2,16,1.21,2.864135869598121e-06,10.3,6.2,4.3,5.49
Pi5,Gemma-3-1B,Q3_K_M,"Find the x-intercept of the line given by the equation.
y = 4x + 10",moyen,67,16,3,16,1.21,2.873838344607712e-06,10.3,6.1,4.1,5.36
Pi5,Gemma-3-1B,Q3_K_M,"Identify the most suitable adverb for the following sentence
She works",moyen,70,16,1,16,1.11,2.7032192013812193e-06,9.7,5.1,3.5,5.64
Pi5,Gemma-3-1B,Q3_K_M,"Identify the most suitable adverb for the following sentence
She works",moyen,70,16,2,16,1.1,2.6863704224250313e-06,9.7,4.7,3.1,5.2
Pi5,Gemma-3-1B,Q3_K_M,"Identify the most suitable adverb for the following sentence
She works",moyen,70,16,3,16,1.11,2.703631269983516e-06,9.7,4.5,2.9,4.98
Pi5,Gemma-3-1B,Q3_K_M,"Generate a sentence using the words ""caffeine"", ""hunter"", and ""monday"".",moyen,71,16,1,16,1.16,2.7813148973937328e-06,10.0,6.0,3.9,5.25
Pi5,Gemma-3-1B,Q3_K_M,"Generate a sentence using the words ""caffeine"", ""hunter"", and ""monday"".",moyen,71,16,2,16,1.16,2.7815424929010177e-06,10.0,5.4,3.7,5.43
Pi5,Gemma-3-1B,Q3_K_M,"Generate a sentence using the words ""caffeine"", ""hunter"", and ""monday"".",moyen,71,16,3,16,1.16,2.7810746985098197e-06,10.0,5.4,3.4,4.78
Pi5,Gemma-3-1B,Q3_K_M,"Sort the given words from most to least serious
Sneeze, trip, shout",moyen,67,16,1,16,1.18,2.811937259636369e-06,10.1,5.7,3.7,5.01
Pi5,Gemma-3-1B,Q3_K_M,"Sort the given words from most to least serious
Sneeze, trip, shout",moyen,67,16,2,16,1.16,2.782842975196757e-06,10.0,6.1,4.2,5.43
Pi5,Gemma-3-1B,Q3_K_M,"Sort the given words from most to least serious
Sneeze, trip, shout",moyen,67,16,3,16,1.16,2.7848045307270174e-06,10.0,6.0,4.1,5.31
Pi5,Gemma-3-1B,Q3_K_M,Come up with at least 5 ways to use deep learning in healthcare.,moyen,64,16,1,16,1.12,2.7194339743484075e-06,9.8,4.8,3.2,5.28
Pi5,Gemma-3-1B,Q3_K_M,Come up with at least 5 ways to use deep learning in healthcare.,moyen,64,16,2,16,1.14,2.7522968282205647e-06,9.9,5.1,3.3,5.03
Pi5,Gemma-3-1B,Q3_K_M,Come up with at least 5 ways to use deep learning in healthcare.,moyen,64,16,3,16,1.16,2.7700344452416603e-06,10.0,5.9,3.9,5.21
Pi5,Gemma-3-1B,Q3_K_M,Describe the concept of artificial intelligence in your own words.,moyen,66,16,1,16,1.1,2.6926094870347238e-06,9.7,4.8,3.2,5.28
Pi5,Gemma-3-1B,Q3_K_M,Describe the concept of artificial intelligence in your own words.,moyen,66,16,2,16,1.1,2.6845902919896857e-06,9.7,5.3,3.6,5.23
Pi5,Gemma-3-1B,Q3_K_M,Describe the concept of artificial intelligence in your own words.,moyen,66,16,3,16,1.09,2.6806670165784555e-06,9.7,5.0,3.4,5.48
Pi5,Gemma-3-1B,Q3_K_M,Follow the given example and create a poem about a passionate sunset.,moyen,69,16,1,16,1.12,2.7257078502048125e-06,9.8,5.1,3.4,5.57
Pi5,Gemma-3-1B,Q3_K_M,Follow the given example and create a poem about a passionate sunset.,moyen,69,16,2,16,1.12,2.7258949979608792e-06,9.8,4.8,3.3,5.32
Pi5,Gemma-3-1B,Q3_K_M,Follow the given example and create a poem about a passionate sunset.,moyen,69,16,3,16,1.13,2.738577497385756e-06,9.9,5.0,3.4,5.53
Pi5,Gemma-3-1B,Q3_K_M,"Create three subheadings that could be used to divide the news article.
Tesla announced plans to develop a new battery technology that will increase the range of electric vehicles.",long,180,16,1,16,1.29,3.058348921748518e-06,11.0,6.6,4.6,5.75
Pi5,Gemma-3-1B,Q3_K_M,"Create three subheadings that could be used to divide the news article.
Tesla announced plans to develop a new battery technology that will increase the range of electric vehicles.",long,180,16,2,16,1.29,3.0439332890907542e-06,11.0,7.3,5.2,5.94
Pi5,Gemma-3-1B,Q3_K_M,"Create three subheadings that could be used to divide the news article.
Tesla announced plans to develop a new battery technology that will increase the range of electric vehicles.",long,180,16,3,16,1.29,3.048501462377496e-06,11.0,5.5,3.6,4.82
Pi5,Gemma-3-1B,Q3_K_M,"Given a string word and a dictionary of words, determine whether the word is a valid word.
String word: ""hello""
Dictionary of words: { ""hi"", ""bye"", ""hello"", ""world"" }",long,166,16,1,16,1.39,3.360716114467041e-06,12.1,7.4,5.1,5.4
Pi5,Gemma-3-1B,Q3_K_M,"Given a string word and a dictionary of words, determine whether the word is a valid word.
String word: ""hello""
Dictionary of words: { ""hi"", ""bye"", ""hello"", ""world"" }",long,166,16,2,16,1.38,3.336258571713379e-06,12.0,7.2,5.1,5.82
Pi5,Gemma-3-1B,Q3_K_M,"Given a string word and a dictionary of words, determine whether the word is a valid word.
String word: ""hello""
Dictionary of words: { ""hi"", ""bye"", ""hello"", ""world"" }",long,166,16,3,16,1.39,3.3556836490648834e-06,12.1,7.4,5.2,5.46
Pi5,Gemma-3-1B,Q3_K_M,"Given the following conditions, formulate a hypothesis.
Temperature, humidity, and precipitation levels are higher during the summer than the winter.",long,149,16,1,16,1.26,2.9708013149104756e-06,10.7,7.4,5.3,6.04
Pi5,Gemma-3-1B,Q3_K_M,"Given the following conditions, formulate a hypothesis.
Temperature, humidity, and precipitation levels are higher during the summer than the winter.",long,149,16,2,16,1.24,2.9253255678837364e-06,10.5,6.4,4.5,5.69
Pi5,Gemma-3-1B,Q3_K_M,"Given the following conditions, formulate a hypothesis.
Temperature, humidity, and precipitation levels are higher during the summer than the winter.",long,149,16,3,16,1.24,2.9324804587121145e-06,10.6,6.6,4.7,5.79
Pi5,Gemma-3-1B,Q3_K_M,"Make an assumption based on the following data.
90% of surveyed software developers work more than 8 hours a day, while only 10% work less than 8 hours a day",long,157,16,1,16,1.34,3.210138740904702e-06,11.6,6.3,4.4,5.55
Pi5,Gemma-3-1B,Q3_K_M,"Make an assumption based on the following data.
90% of surveyed software developers work more than 8 hours a day, while only 10% work less than 8 hours a day",long,157,16,2,16,1.34,3.1975146478360916e-06,11.5,5.9,4.0,5.21
Pi5,Gemma-3-1B,Q3_K_M,"Make an assumption based on the following data.
90% of surveyed software developers work more than 8 hours a day, while only 10% work less than 8 hours a day",long,157,16,3,16,1.35,3.2259331870190795e-06,11.6,6.7,4.8,5.95
Pi5,Gemma-3-1B,Q3_K_M,"Given the following details, write a short paragraph about a vacation destination.
Destination: Mexico 
Time of Year: Summer 
Activities: Swimming, fishing, snorkeling, zip-lining",long,179,16,1,16,1.33,3.161281134967986e-06,11.4,6.6,4.7,5.86
Pi5,Gemma-3-1B,Q3_K_M,"Given the following details, write a short paragraph about a vacation destination.
Destination: Mexico 
Time of Year: Summer 
Activities: Swimming, fishing, snorkeling, zip-lining",long,179,16,2,16,1.32,3.151480042527724e-06,11.3,7.1,5.0,5.75
Pi5,Gemma-3-1B,Q3_K_M,"Given the following details, write a short paragraph about a vacation destination.
Destination: Mexico 
Time of Year: Summer 
Activities: Swimming, fishing, snorkeling, zip-lining",long,179,16,3,16,1.34,3.1801666147438735e-06,11.4,6.5,4.6,5.7
Pi5,Gemma-3-1B,Q3_K_M,"Generate a random password with 8 characters containing at least one number, one special character, one capital letter and one lowercase letter.",long,144,16,1,16,1.24,2.952025181911861e-06,10.6,6.0,4.1,5.29
Pi5,Gemma-3-1B,Q3_K_M,"Generate a random password with 8 characters containing at least one number, one special character, one capital letter and one lowercase letter.",long,144,16,2,16,1.25,2.9482791420165893e-06,10.6,6.0,4.1,5.29
Pi5,Gemma-3-1B,Q3_K_M,"Generate a random password with 8 characters containing at least one number, one special character, one capital letter and one lowercase letter.",long,144,16,3,16,1.24,2.9254597785235856e-06,10.5,6.3,4.4,5.59
Pi5,Gemma-3-1B,Q3_K_M,"Edit the following to make it suitable for school-aged children.
Bob and Bill were arguing over who was the best player on the basketball team.",long,143,16,1,16,1.41,4.125794272195473e-06,14.9,7.5,5.2,5.5
Pi5,Gemma-3-1B,Q3_K_M,"Edit the following to make it suitable for school-aged children.
Bob and Bill were arguing over who was the best player on the basketball team.",long,143,16,2,16,1.26,2.9844527675643893e-06,10.7,6.2,4.4,5.5
Pi5,Gemma-3-1B,Q3_K_M,"Edit the following to make it suitable for school-aged children.
Bob and Bill were arguing over who was the best player on the basketball team.",long,143,16,3,16,1.26,2.9767206722868497e-06,10.7,6.5,4.6,5.76
Pi5,Gemma-3-1B,Q3_K_M,"Given a description of a situation, provide an appropriate ethical judgement.
A chef was not happy with the performance of a waiter, so he yelled and cursed at him in front of other people.",long,189,16,1,16,1.33,3.184823359138978e-06,11.5,7.4,5.3,5.99
Pi5,Gemma-3-1B,Q3_K_M,"Given a description of a situation, provide an appropriate ethical judgement.
A chef was not happy with the performance of a waiter, so he yelled and cursed at him in front of other people.",long,189,16,2,16,1.33,3.173326812181685e-06,11.4,6.0,4.1,5.32
Pi5,Gemma-3-1B,Q3_K_M,"Given a description of a situation, provide an appropriate ethical judgement.
A chef was not happy with the performance of a waiter, so he yelled and cursed at him in front of other people.",long,189,16,3,16,1.32,3.1410237081812465e-06,11.3,6.2,4.3,5.48
Pi5,Gemma-3-1B,Q3_K_M,"Rewrite this poem to make it more vivid and interesting.
Once I had a house
where I made a thousand memories
It served me well
but now I'm gone",long,143,16,1,16,1.3,3.084719821421082e-06,11.1,6.7,4.7,5.88
Pi5,Gemma-3-1B,Q3_K_M,"Rewrite this poem to make it more vivid and interesting.
Once I had a house
where I made a thousand memories
It served me well
but now I'm gone",long,143,16,2,16,1.31,3.105038485216524e-06,11.2,6.7,4.7,5.86
Pi5,Gemma-3-1B,Q3_K_M,"Rewrite this poem to make it more vivid and interesting.
Once I had a house
where I made a thousand memories
It served me well
but now I'm gone",long,143,16,3,16,1.3,3.078769295747472e-06,11.1,6.9,5.0,6.1
Pi5,Gemma-3-1B,Q3_K_M,"Categorize the following text into one of the genres: Comedy, Thriller, Romance, or Drama.
Two kids from very different backgrounds meet in summer camp and form an unlikely friendship.",long,184,16,1,16,1.33,3.1797622667677788e-06,11.4,6.7,4.8,5.95
Pi5,Gemma-3-1B,Q3_K_M,"Categorize the following text into one of the genres: Comedy, Thriller, Romance, or Drama.
Two kids from very different backgrounds meet in summer camp and form an unlikely friendship.",long,184,16,2,16,1.32,3.1485540836218478e-06,11.3,6.5,4.6,5.3
Pi5,Gemma-3-1B,Q3_K_M,"Categorize the following text into one of the genres: Comedy, Thriller, Romance, or Drama.
Two kids from very different backgrounds meet in summer camp and form an unlikely friendship.",long,184,16,3,16,1.36,3.2511578744149036e-06,11.7,7.2,5.1,5.82
Pi5,Gemma-3-1B,Q3_K_M,"Label the following news article as either ""Political"" or ""Entertainment""
Ansel Elgort and Gabrielle Union have both been cast in a new romantic summer movie to be released in 2022.",long,181,16,1,16,1.36,3.2814358565422757e-06,11.8,6.3,4.4,5.52
Pi5,Gemma-3-1B,Q3_K_M,"Label the following news article as either ""Political"" or ""Entertainment""
Ansel Elgort and Gabrielle Union have both been cast in a new romantic summer movie to be released in 2022.",long,181,16,2,16,1.39,3.36941129440313e-06,12.1,7.4,5.1,5.44
Pi5,Gemma-3-1B,Q3_K_M,"Label the following news article as either ""Political"" or ""Entertainment""
Ansel Elgort and Gabrielle Union have both been cast in a new romantic summer movie to be released in 2022.",long,181,16,3,16,1.35,3.2432594924764128e-06,11.7,6.9,4.8,5.59
Pi5,Gemma-3-1B,Q3_K_M,"Identify the sentence in the given paragraph that contains all the given words.
Words: happiness, life, strive 
Paragraph:
Living your best life means striving for happiness in all aspects of life. Happiness can be found in the small daily moments, but also through being content with what you have. You don’t need to struggle to be content. You just need to shift how you look at life in order to see the beauty that already exists.",long,433,16,1,16,1.77,4.315257973813294e-06,15.5,8.5,6.0,5.34
Pi5,Gemma-3-1B,Q3_K_M,"Identify the sentence in the given paragraph that contains all the given words.
Words: happiness, life, strive 
Paragraph:
Living your best life means striving for happiness in all aspects of life. Happiness can be found in the small daily moments, but also through being content with what you have. You don’t need to struggle to be content. You just need to shift how you look at life in order to see the beauty that already exists.",long,433,16,2,16,1.77,4.321178012145538e-06,15.6,10.2,7.7,6.4
Pi5,Gemma-3-1B,Q3_K_M,"Identify the sentence in the given paragraph that contains all the given words.
Words: happiness, life, strive 
Paragraph:
Living your best life means striving for happiness in all aspects of life. Happiness can be found in the small daily moments, but also through being content with what you have. You don’t need to struggle to be content. You just need to shift how you look at life in order to see the beauty that already exists.",long,433,16,3,16,1.76,4.3116795674643314e-06,15.5,9.6,7.1,6.05
Pi5,Gemma-3-1B,Q3_K_M,"Frame a one-sentence hypothesis given the following information.
The goal of the study is to analyze the impact of online learning platforms on student performance.",long,164,16,1,16,1.27,3.001434544035776e-06,10.8,6.8,4.6,5.51
Pi5,Gemma-3-1B,Q3_K_M,"Frame a one-sentence hypothesis given the following information.
The goal of the study is to analyze the impact of online learning platforms on student performance.",long,164,16,2,16,1.27,3.0153234026208855e-06,10.9,6.7,4.8,5.93
Pi5,Gemma-3-1B,Q3_K_M,"Frame a one-sentence hypothesis given the following information.
The goal of the study is to analyze the impact of online learning platforms on student performance.",long,164,16,3,16,1.29,3.1263314832047787e-06,11.3,6.6,4.8,5.84
Pi5,Gemma-3-1B,Q3_K_M,"Identify if the given sentence is a rhetorical question or not. Output 1 for rhetorical question, and 0 for not.
Are you out of your mind?",long,138,16,1,16,1.29,3.053314102859435e-06,11.0,6.4,4.4,5.63
Pi5,Gemma-3-1B,Q3_K_M,"Identify if the given sentence is a rhetorical question or not. Output 1 for rhetorical question, and 0 for not.
Are you out of your mind?",long,138,16,2,16,1.29,3.0605490420151775e-06,11.0,6.3,4.4,5.5
Pi5,Gemma-3-1B,Q3_K_M,"Identify if the given sentence is a rhetorical question or not. Output 1 for rhetorical question, and 0 for not.
Are you out of your mind?",long,138,16,3,16,1.29,3.0630988946853652e-06,11.0,6.6,4.6,5.78
Pi5,Gemma-3-1B,Q3_K_M,"Create a short news article summarizing the following information.
A new report from the World Health Organization suggests that mental health in adolescents is declining due to increased social media and technology use.",long,220,16,1,16,1.31,3.1099961904384406e-06,11.2,7.2,5.2,5.83
Pi5,Gemma-3-1B,Q3_K_M,"Create a short news article summarizing the following information.
A new report from the World Health Organization suggests that mental health in adolescents is declining due to increased social media and technology use.",long,220,16,2,16,1.33,3.15198156315271e-06,11.3,6.5,4.5,5.74
Pi5,Gemma-3-1B,Q3_K_M,"Create a short news article summarizing the following information.
A new report from the World Health Organization suggests that mental health in adolescents is declining due to increased social media and technology use.",long,220,16,3,16,1.32,3.129661214405439e-06,11.3,6.8,4.9,6.01
Pi5,Gemma-3-1B,Q3_K_M,Does cognitive empathy exist?,court,29,64,1,64,4.01,8.091380387957682e-06,29.1,21.4,14.5,5.62
Pi5,Gemma-3-1B,Q3_K_M,Does cognitive empathy exist?,court,29,64,2,64,4.0,8.543973523497537e-06,30.8,21.8,14.6,5.51
Pi5,Gemma-3-1B,Q3_K_M,Does cognitive empathy exist?,court,29,64,3,64,4.02,8.10234690141858e-06,29.2,21.3,14.5,5.55
Pi5,Gemma-3-1B,Q3_K_M,Generate a movie review,court,23,64,1,64,3.99,8.556884379464457e-06,30.8,21.7,14.8,5.65
Pi5,Gemma-3-1B,Q3_K_M,Generate a movie review,court,23,64,2,64,4.0,8.518504973988762e-06,30.7,21.9,14.9,5.56
Pi5,Gemma-3-1B,Q3_K_M,Generate a movie review,court,23,64,3,64,3.98,8.428657442096917e-06,30.3,21.2,14.3,5.55
Pi5,Gemma-3-1B,Q3_K_M,Identify popular dishes in Mexico.,court,34,64,1,64,4.05,8.187699722967207e-06,29.5,20.6,13.7,5.35
