machine,modele,quantification,n_threads,n_ctx,prompt,classe,n_caracteres,max_tokens,run,tokens,duree_s,energie_kWh,joules,joules_pmic,joules_pmic_cpu,w_moyen_pmic
Pi5,Llama-3.2-1B,Q3_K_L,1,2048,"Calculate the price after discount.
Regular price: $100, Discount: 15%",moyen,70,16,3,16,3.03,5.278571409758505e-06,19.0,14.0,9.4,4.65
Pi5,Llama-3.2-1B,Q3_K_L,1,2048,"Parse the given sentence grammatically.
The small jar sat on the shelf.",moyen,71,16,1,16,2.97,5.244264763463874e-06,18.9,12.5,8.2,4.49
Pi5,Llama-3.2-1B,Q3_K_L,1,2048,"Parse the given sentence grammatically.
The small jar sat on the shelf.",moyen,71,16,2,16,3.03,5.553434975175481e-06,20.0,14.3,9.6,4.78
Pi5,Llama-3.2-1B,Q3_K_L,1,2048,"Parse the given sentence grammatically.
The small jar sat on the shelf.",moyen,71,16,3,16,3.08,5.568705588578872e-06,20.0,13.5,8.9,4.7
Pi5,Llama-3.2-1B,Q3_K_L,1,2048,"Rewrite the given program in Java.
a = 4
b = 5
c = a + b
print(c)",moyen,65,16,1,16,3.26,5.603614044960887e-06,20.2,15.4,10.7,4.96
Pi5,Llama-3.2-1B,Q3_K_L,1,2048,"Rewrite the given program in Java.
a = 4
b = 5
c = a + b
print(c)",moyen,65,16,2,16,4.08,1.1240020711958047e-05,40.5,21.3,14.5,5.44
Pi5,Llama-3.2-1B,Q3_K_L,1,2048,"Rewrite the given program in Java.
a = 4
b = 5
c = a + b
print(c)",moyen,65,16,3,16,3.85,7.869971962045051e-06,28.3,19.2,13.0,5.21
Pi5,Llama-3.2-1B,Q3_K_L,1,2048,"Based on the input, provide the correct spelling of the word.
ambigious",moyen,71,16,1,16,3.02,5.272411580984053e-06,19.0,12.5,8.2,4.32
Pi5,Llama-3.2-1B,Q3_K_L,1,2048,"Based on the input, provide the correct spelling of the word.
ambigious",moyen,71,16,2,16,2.97,5.242970727303387e-06,18.9,12.3,7.9,4.27
Pi5,Llama-3.2-1B,Q3_K_L,1,2048,"Based on the input, provide the correct spelling of the word.
ambigious",moyen,71,16,3,16,2.94,5.20980670980415e-06,18.8,11.9,7.6,4.29
Pi5,Llama-3.2-1B,Q3_K_L,1,2048,Construct a query that returns information about the Eiffel Tower.,moyen,66,16,1,16,2.93,5.198389546952895e-06,18.7,12.5,8.2,4.33
Pi5,Llama-3.2-1B,Q3_K_L,1,2048,Construct a query that returns information about the Eiffel Tower.,moyen,66,16,2,16,2.91,5.162942657765677e-06,18.6,12.3,8.2,4.44
Pi5,Llama-3.2-1B,Q3_K_L,1,2048,Construct a query that returns information about the Eiffel Tower.,moyen,66,16,3,16,2.93,5.196626084920442e-06,18.7,12.1,7.9,4.2
Pi5,Llama-3.2-1B,Q3_K_L,1,2048,"Create a set from the given input and find its size.
[1, 2, 3, 2, 4, 2]",moyen,71,16,1,16,3.37,5.751768759330008e-06,20.7,15.3,10.5,4.75
Pi5,Llama-3.2-1B,Q3_K_L,1,2048,"Create a set from the given input and find its size.
[1, 2, 3, 2, 4, 2]",moyen,71,16,2,16,3.35,5.728733478341767e-06,20.6,16.0,11.2,4.97
Pi5,Llama-3.2-1B,Q3_K_L,1,2048,"Create a set from the given input and find its size.
[1, 2, 3, 2, 4, 2]",moyen,71,16,3,16,3.38,5.771104387093095e-06,20.8,15.8,10.9,4.89
Pi5,Llama-3.2-1B,Q3_K_L,1,2048,"What are the different types of characters in the given play?
Macbeth",moyen,69,16,1,16,2.96,5.229583448805337e-06,18.8,11.8,7.8,4.45
Pi5,Llama-3.2-1B,Q3_K_L,1,2048,"What are the different types of characters in the given play?
Macbeth",moyen,69,16,2,16,2.97,5.245571759139959e-06,18.9,12.8,8.5,4.46
Pi5,Llama-3.2-1B,Q3_K_L,1,2048,"What are the different types of characters in the given play?
Macbeth",moyen,69,16,3,16,2.93,5.200007134710629e-06,18.7,12.5,8.3,4.55
Pi5,Llama-3.2-1B,Q3_K_L,1,2048,"Find the x-intercept of the line given by the equation.
y = 4x + 10",moyen,67,16,1,16,3.13,5.4185850998677085e-06,19.5,13.9,9.6,4.84
Pi5,Llama-3.2-1B,Q3_K_L,1,2048,"Find the x-intercept of the line given by the equation.
y = 4x + 10",moyen,67,16,2,16,3.23,5.538844318961256e-06,19.9,14.2,9.7,4.57
Pi5,Llama-3.2-1B,Q3_K_L,1,2048,"Find the x-intercept of the line given by the equation.
y = 4x + 10",moyen,67,16,3,16,3.13,5.407970054116045e-06,19.5,14.5,9.7,4.71
Pi5,Llama-3.2-1B,Q3_K_L,1,2048,"Identify the most suitable adverb for the following sentence
She works",moyen,70,16,1,16,3.0,5.279724099412374e-06,19.0,12.3,8.0,4.27
Pi5,Llama-3.2-1B,Q3_K_L,1,2048,"Identify the most suitable adverb for the following sentence
She works",moyen,70,16,2,16,2.98,5.255682893029269e-06,18.9,12.5,8.0,4.34
Pi5,Llama-3.2-1B,Q3_K_L,1,2048,"Identify the most suitable adverb for the following sentence
She works",moyen,70,16,3,16,2.93,5.197606730884505e-06,18.7,12.2,7.9,4.43
Pi5,Llama-3.2-1B,Q3_K_L,1,2048,"Generate a sentence using the words ""caffeine"", ""hunter"", and ""monday"".",moyen,71,16,1,16,3.07,5.330110820326345e-06,19.2,13.3,9.0,4.78
Pi5,Llama-3.2-1B,Q3_K_L,1,2048,"Generate a sentence using the words ""caffeine"", ""hunter"", and ""monday"".",moyen,71,16,2,16,3.05,5.309957909278719e-06,19.1,14.0,9.5,4.67
Pi5,Llama-3.2-1B,Q3_K_L,1,2048,"Generate a sentence using the words ""caffeine"", ""hunter"", and ""monday"".",moyen,71,16,3,16,3.1,5.380707789726888e-06,19.4,13.5,9.0,4.55
Pi5,Llama-3.2-1B,Q3_K_L,1,2048,"Sort the given words from most to least serious
Sneeze, trip, shout",moyen,67,16,1,16,3.02,5.2727259551468075e-06,19.0,13.1,9.0,4.73
Pi5,Llama-3.2-1B,Q3_K_L,1,2048,"Sort the given words from most to least serious
Sneeze, trip, shout",moyen,67,16,2,16,3.04,5.290184606221296e-06,19.0,13.5,9.1,4.7
Pi5,Llama-3.2-1B,Q3_K_L,1,2048,"Sort the given words from most to least serious
Sneeze, trip, shout",moyen,67,16,3,16,3.03,5.280346756217681e-06,19.0,14.0,9.4,4.65
Pi5,Llama-3.2-1B,Q3_K_L,1,2048,Come up with at least 5 ways to use deep learning in healthcare.,moyen,64,16,1,16,3.01,5.260222506997768e-06,18.9,13.2,8.7,4.57
Pi5,Llama-3.2-1B,Q3_K_L,1,2048,Come up with at least 5 ways to use deep learning in healthcare.,moyen,64,16,2,16,3.0,5.287201071284931e-06,19.0,12.3,8.0,4.28
Pi5,Llama-3.2-1B,Q3_K_L,1,2048,Come up with at least 5 ways to use deep learning in healthcare.,moyen,64,16,3,16,2.97,5.239212591526301e-06,18.9,11.7,7.6,4.4
Pi5,Llama-3.2-1B,Q3_K_L,1,2048,Describe the concept of artificial intelligence in your own words.,moyen,66,16,1,16,2.87,5.157076280036612e-06,18.6,12.4,8.2,4.48
Pi5,Llama-3.2-1B,Q3_K_L,1,2048,Describe the concept of artificial intelligence in your own words.,moyen,66,16,2,16,2.89,5.139820827032951e-06,18.5,11.7,7.7,4.36
Pi5,Llama-3.2-1B,Q3_K_L,1,2048,Describe the concept of artificial intelligence in your own words.,moyen,66,16,3,16,2.83,5.067316365681683e-06,18.2,11.6,7.7,4.56
Pi5,Llama-3.2-1B,Q3_K_L,1,2048,Follow the given example and create a poem about a passionate sunset.,moyen,69,16,1,16,2.93,5.2038012299310105e-06,18.7,12.1,8.0,4.35
Pi5,Llama-3.2-1B,Q3_K_L,1,2048,Follow the given example and create a poem about a passionate sunset.,moyen,69,16,2,16,2.9,5.2090230468571935e-06,18.8,13.1,8.7,4.54
Pi5,Llama-3.2-1B,Q3_K_L,1,2048,Follow the given example and create a poem about a passionate sunset.,moyen,69,16,3,16,2.96,5.226960645692147e-06,18.8,12.5,8.4,4.71
Pi5,Llama-3.2-1B,Q3_K_L,1,2048,"Create three subheadings that could be used to divide the news article.
Tesla announced plans to develop a new battery technology that will increase the range of electric vehicles.",long,180,16,1,16,3.45,5.885386658407752e-06,21.2,16.3,11.4,4.9
Pi5,Llama-3.2-1B,Q3_K_L,1,2048,"Create three subheadings that could be used to divide the news article.
Tesla announced plans to develop a new battery technology that will increase the range of electric vehicles.",long,180,16,2,16,3.44,5.85927552762314e-06,21.1,15.2,10.6,4.86
Pi5,Llama-3.2-1B,Q3_K_L,1,2048,"Create three subheadings that could be used to divide the news article.
Tesla announced plans to develop a new battery technology that will increase the range of electric vehicles.",long,180,16,3,16,3.46,5.954154849892338e-06,21.4,15.7,11.1,4.85
Pi5,Llama-3.2-1B,Q3_K_L,1,2048,"Given a string word and a dictionary of words, determine whether the word is a valid word.
String word: ""hello""
Dictionary of words: { ""hi"", ""bye"", ""hello"", ""world"" }",long,166,16,1,16,3.68,6.6477417095674285e-06,23.9,18.2,12.9,4.97
Pi5,Llama-3.2-1B,Q3_K_L,1,2048,"Given a string word and a dictionary of words, determine whether the word is a valid word.
String word: ""hello""
Dictionary of words: { ""hi"", ""bye"", ""hello"", ""world"" }",long,166,16,2,16,3.78,6.9997505161514545e-06,25.2,17.1,11.7,4.68
Pi5,Llama-3.2-1B,Q3_K_L,1,2048,"Given a string word and a dictionary of words, determine whether the word is a valid word.
String word: ""hello""
Dictionary of words: { ""hi"", ""bye"", ""hello"", ""world"" }",long,166,16,3,16,3.68,6.656512369652794e-06,24.0,17.8,12.6,5.04
Pi5,Llama-3.2-1B,Q3_K_L,1,2048,"Given the following conditions, formulate a hypothesis.
Temperature, humidity, and precipitation levels are higher during the summer than the winter.",long,149,16,1,16,3.24,5.5563726462041815e-06,20.0,14.8,10.3,4.93
Pi5,Llama-3.2-1B,Q3_K_L,1,2048,"Given the following conditions, formulate a hypothesis.
Temperature, humidity, and precipitation levels are higher during the summer than the winter.",long,149,16,2,16,3.21,5.51974493583813e-06,19.9,14.4,9.7,4.81
Pi5,Llama-3.2-1B,Q3_K_L,1,2048,"Given the following conditions, formulate a hypothesis.
Temperature, humidity, and precipitation levels are higher during the summer than the winter.",long,149,16,3,16,3.25,5.575742098478826e-06,20.1,15.0,10.2,4.83
Pi5,Llama-3.2-1B,Q3_K_L,1,2048,"Make an assumption based on the following data.
90% of surveyed software developers work more than 8 hours a day, while only 10% work less than 8 hours a day",long,157,16,1,16,3.54,6.048860923298015e-06,21.8,17.0,12.1,5.09
Pi5,Llama-3.2-1B,Q3_K_L,1,2048,"Make an assumption based on the following data.
90% of surveyed software developers work more than 8 hours a day, while only 10% work less than 8 hours a day",long,157,16,2,16,3.54,6.073505477825982e-06,21.9,17.4,12.2,5.21
Pi5,Llama-3.2-1B,Q3_K_L,1,2048,"Make an assumption based on the following data.
90% of surveyed software developers work more than 8 hours a day, while only 10% work less than 8 hours a day",long,157,16,3,16,3.57,6.082496762554761e-06,21.9,17.2,12.2,5.0
Pi5,Llama-3.2-1B,Q3_K_L,1,2048,"Given the following details, write a short paragraph about a vacation destination.
Destination: Mexico 
Time of Year: Summer 
Activities: Swimming, fishing, snorkeling, zip-lining",long,179,16,1,16,3.51,5.989772508713014e-06,21.6,16.8,11.8,5.05
Pi5,Llama-3.2-1B,Q3_K_L,1,2048,"Given the following details, write a short paragraph about a vacation destination.
Destination: Mexico 
Time of Year: Summer 
Activities: Swimming, fishing, snorkeling, zip-lining",long,179,16,2,16,3.51,6.035878311728578e-06,21.7,17.4,12.5,5.18
Pi5,Llama-3.2-1B,Q3_K_L,1,2048,"Given the following details, write a short paragraph about a vacation destination.
Destination: Mexico 
Time of Year: Summer 
Activities: Swimming, fishing, snorkeling, zip-lining",long,179,16,3,16,3.52,6.013984980185085e-06,21.7,15.7,10.9,4.7
Pi5,Llama-3.2-1B,Q3_K_L,1,2048,"Generate a random password with 8 characters containing at least one number, one special character, one capital letter and one lowercase letter.",long,144,16,1,16,3.24,5.568667430569888e-06,20.0,15.2,10.6,5.05
Pi5,Llama-3.2-1B,Q3_K_L,1,2048,"Generate a random password with 8 characters containing at least one number, one special character, one capital letter and one lowercase letter.",long,144,16,2,16,3.28,5.618482919525555e-06,20.2,14.9,10.3,4.8
Pi5,Llama-3.2-1B,Q3_K_L,1,2048,"Generate a random password with 8 characters containing at least one number, one special character, one capital letter and one lowercase letter.",long,144,16,3,16,3.31,5.656272847216705e-06,20.4,15.0,10.4,4.97
Pi5,Llama-3.2-1B,Q3_K_L,1,2048,"Edit the following to make it suitable for school-aged children.
Bob and Bill were arguing over who was the best player on the basketball team.",long,143,16,1,16,3.32,5.686664619605347e-06,20.5,14.5,9.9,4.65
Pi5,Llama-3.2-1B,Q3_K_L,1,2048,"Edit the following to make it suitable for school-aged children.
Bob and Bill were arguing over who was the best player on the basketball team.",long,143,16,2,16,3.29,5.636469966726599e-06,20.3,15.3,10.8,4.89
Pi5,Llama-3.2-1B,Q3_K_L,1,2048,"Edit the following to make it suitable for school-aged children.
Bob and Bill were arguing over who was the best player on the basketball team.",long,143,16,3,16,3.36,5.733551563760315e-06,20.6,14.6,9.9,4.52
Pi5,Llama-3.2-1B,Q3_K_L,1,2048,"Given a description of a situation, provide an appropriate ethical judgement.
A chef was not happy with the performance of a waiter, so he yelled and cursed at him in front of other people.",long,189,16,1,16,3.68,6.282043479163834e-06,22.6,17.7,12.6,4.98
Pi5,Llama-3.2-1B,Q3_K_L,1,2048,"Given a description of a situation, provide an appropriate ethical judgement.
A chef was not happy with the performance of a waiter, so he yelled and cursed at him in front of other people.",long,189,16,2,16,3.59,6.2584889979525005e-06,22.5,17.9,12.5,5.38
Pi5,Llama-3.2-1B,Q3_K_L,1,2048,"Given a description of a situation, provide an appropriate ethical judgement.
A chef was not happy with the performance of a waiter, so he yelled and cursed at him in front of other people.",long,189,16,3,16,3.58,6.158755698768852e-06,22.2,16.8,11.4,4.73
Pi5,Llama-3.2-1B,Q3_K_L,1,2048,"Rewrite this poem to make it more vivid and interesting.
Once I had a house
where I made a thousand memories
It served me well
but now I'm gone",long,143,16,1,16,3.58,6.074092873365786e-06,21.9,17.1,12.0,4.96
Pi5,Llama-3.2-1B,Q3_K_L,1,2048,"Rewrite this poem to make it more vivid and interesting.
Once I had a house
where I made a thousand memories
It served me well
but now I'm gone",long,143,16,2,16,3.47,5.929702331605394e-06,21.3,16.9,11.8,5.06
Pi5,Llama-3.2-1B,Q3_K_L,1,2048,"Rewrite this poem to make it more vivid and interesting.
Once I had a house
where I made a thousand memories
It served me well
but now I'm gone",long,143,16,3,16,3.49,5.951223288339618e-06,21.4,16.5,11.8,5.1
Pi5,Llama-3.2-1B,Q3_K_L,1,2048,"Categorize the following text into one of the genres: Comedy, Thriller, Romance, or Drama.
Two kids from very different backgrounds meet in summer camp and form an unlikely friendship.",long,184,16,1,16,3.68,6.267302974080619e-06,22.6,18.2,13.0,5.11
Pi5,Llama-3.2-1B,Q3_K_L,1,2048,"Categorize the following text into one of the genres: Comedy, Thriller, Romance, or Drama.
Two kids from very different backgrounds meet in summer camp and form an unlikely friendship.",long,184,16,2,16,3.6,6.403242010268328e-06,23.1,18.0,12.7,5.2
Pi5,Llama-3.2-1B,Q3_K_L,1,2048,"Categorize the following text into one of the genres: Comedy, Thriller, Romance, or Drama.
Two kids from very different backgrounds meet in summer camp and form an unlikely friendship.",long,184,16,3,16,3.59,6.1802997376357365e-06,22.2,18.5,13.1,5.19
Pi5,Llama-3.2-1B,Q3_K_L,1,2048,"Label the following news article as either ""Political"" or ""Entertainment""
Ansel Elgort and Gabrielle Union have both been cast in a new romantic summer movie to be released in 2022.",long,181,16,1,16,3.69,6.700675530526263e-06,24.1,17.8,12.5,4.99
Pi5,Llama-3.2-1B,Q3_K_L,1,2048,"Label the following news article as either ""Political"" or ""Entertainment""
Ansel Elgort and Gabrielle Union have both been cast in a new romantic summer movie to be released in 2022.",long,181,16,2,16,3.78,6.753371522374738e-06,24.3,18.0,12.8,4.93
Pi5,Llama-3.2-1B,Q3_K_L,1,2048,"Label the following news article as either ""Political"" or ""Entertainment""
Ansel Elgort and Gabrielle Union have both been cast in a new romantic summer movie to be released in 2022.",long,181,16,3,16,3.68,6.808603497287901e-06,24.5,18.2,12.8,4.97
Pi5,Llama-3.2-1B,Q3_K_L,1,2048,"Identify the sentence in the given paragraph that contains all the given words.
Words: happiness, life, strive 
Paragraph:
Living your best life means striving for happiness in all aspects of life. Happiness can be found in the small daily moments, but also through being content with what you have. You don’t need to struggle to be content. You just need to shift how you look at life in order to see the beauty that already exists.",long,433,16,1,16,4.87,1.4714604444378176e-05,53.0,27.3,20.6,5.85
Pi5,Llama-3.2-1B,Q3_K_L,1,2048,"Identify the sentence in the given paragraph that contains all the given words.
Words: happiness, life, strive 
Paragraph:
Living your best life means striving for happiness in all aspects of life. Happiness can be found in the small daily moments, but also through being content with what you have. You don’t need to struggle to be content. You just need to shift how you look at life in order to see the beauty that already exists.",long,433,16,2,16,4.87,1.4348206906288225e-05,51.7,28.9,21.5,5.99
Pi5,Llama-3.2-1B,Q3_K_L,1,2048,"Identify the sentence in the given paragraph that contains all the given words.
Words: happiness, life, strive 
Paragraph:
Living your best life means striving for happiness in all aspects of life. Happiness can be found in the small daily moments, but also through being content with what you have. You don’t need to struggle to be content. You just need to shift how you look at life in order to see the beauty that already exists.",long,433,16,3,16,5.04,1.4268712953967358e-05,51.4,27.9,20.9,5.68
Pi5,Llama-3.2-1B,Q3_K_L,1,2048,"Frame a one-sentence hypothesis given the following information.
The goal of the study is to analyze the impact of online learning platforms on student performance.",long,164,16,1,16,3.46,5.8610948284365065e-06,21.1,15.2,10.3,4.56
Pi5,Llama-3.2-1B,Q3_K_L,1,2048,"Frame a one-sentence hypothesis given the following information.
The goal of the study is to analyze the impact of online learning platforms on student performance.",long,164,16,2,16,3.34,5.7071293902632875e-06,20.5,15.9,11.2,4.96
Pi5,Llama-3.2-1B,Q3_K_L,1,2048,"Frame a one-sentence hypothesis given the following information.
The goal of the study is to analyze the impact of online learning platforms on student performance.",long,164,16,3,16,3.35,5.724370103483079e-06,20.6,15.4,10.6,4.8
Pi5,Llama-3.2-1B,Q3_K_L,1,2048,"Identify if the given sentence is a rhetorical question or not. Output 1 for rhetorical question, and 0 for not.
Are you out of your mind?",long,138,16,1,16,3.52,5.983119514861555e-06,21.5,16.4,11.3,4.82
Pi5,Llama-3.2-1B,Q3_K_L,1,2048,"Identify if the given sentence is a rhetorical question or not. Output 1 for rhetorical question, and 0 for not.
Are you out of your mind?",long,138,16,2,16,3.45,5.9089691135763294e-06,21.3,17.0,11.8,5.25
Pi5,Llama-3.2-1B,Q3_K_L,1,2048,"Identify if the given sentence is a rhetorical question or not. Output 1 for rhetorical question, and 0 for not.
Are you out of your mind?",long,138,16,3,16,3.45,5.883051162716648e-06,21.2,16.4,11.2,4.77
Pi5,Llama-3.2-1B,Q3_K_L,1,2048,"Create a short news article summarizing the following information.
A new report from the World Health Organization suggests that mental health in adolescents is declining due to increased social media and technology use.",long,220,16,1,16,3.53,6.039544570730487e-06,21.7,17.5,12.3,5.05
