machine,modele,quantification,n_threads,n_ctx,prompt,classe,n_caracteres,max_tokens,run,tokens,duree_s,energie_kWh,joules,joules_pmic,joules_pmic_cpu,w_moyen_pmic
Pi5,Llama-3.2-1B,Q3_K_L,4,512,Write an emergency response plan,court,32,16,1,16,1.24,3.300847860125306e-06,11.9,7.9,5.9,6.92
Pi5,Llama-3.2-1B,Q3_K_L,4,512,Write an emergency response plan,court,32,16,2,16,1.23,3.2915224783978973e-06,11.8,7.7,5.6,6.69
Pi5,Llama-3.2-1B,Q3_K_L,4,512,Write an emergency response plan,court,32,16,3,16,1.23,3.262131683874539e-06,11.7,8.3,6.3,7.26
Pi5,Llama-3.2-1B,Q3_K_L,4,512,Generate a quiz about physics.,court,30,16,1,16,1.26,3.4211799031125554e-06,12.3,9.2,6.9,7.46
Pi5,Llama-3.2-1B,Q3_K_L,4,512,Generate a quiz about physics.,court,30,16,2,16,1.27,3.553585625257095e-06,12.8,8.2,6.3,7.22
Pi5,Llama-3.2-1B,Q3_K_L,4,512,Generate a quiz about physics.,court,30,16,3,16,1.25,3.3666364675332957e-06,12.1,8.5,6.5,7.39
Pi5,Llama-3.2-1B,Q3_K_L,4,512,Develop a metaphor for hope.,court,28,16,1,16,1.26,3.4784995672909207e-06,12.5,9.0,7.0,7.9
Pi5,Llama-3.2-1B,Q3_K_L,4,512,Develop a metaphor for hope.,court,28,16,2,16,1.26,3.496504885918029e-06,12.6,8.5,6.4,7.38
Pi5,Llama-3.2-1B,Q3_K_L,4,512,Develop a metaphor for hope.,court,28,16,3,16,1.25,3.426738245231934e-06,12.3,8.6,6.6,7.53
Pi5,Llama-3.2-1B,Q3_K_L,4,512,"Summarize the poem ""Beat! Beat! Drums!""",court,39,16,1,16,1.43,6.038386293213817e-06,21.7,9.3,7.2,7.51
Pi5,Llama-3.2-1B,Q3_K_L,4,512,"Summarize the poem ""Beat! Beat! Drums!""",court,39,16,2,16,1.44,6.219419786966217e-06,22.4,10.4,8.0,7.59
Pi5,Llama-3.2-1B,Q3_K_L,4,512,"Summarize the poem ""Beat! Beat! Drums!""",court,39,16,3,16,1.44,6.206564949595189e-06,22.3,10.2,7.9,7.47
Pi5,Llama-3.2-1B,Q3_K_L,4,512,Describe the primary colors.,court,28,16,1,16,1.23,3.2282738443229767e-06,11.6,6.8,5.1,7.4
Pi5,Llama-3.2-1B,Q3_K_L,4,512,Describe the primary colors.,court,28,16,2,16,1.23,3.2436782857085497e-06,11.7,8.0,6.0,6.94
Pi5,Llama-3.2-1B,Q3_K_L,4,512,Describe the primary colors.,court,28,16,3,16,1.23,3.225363283133521e-06,11.6,7.9,5.9,6.89
Pi5,Llama-3.2-1B,Q3_K_L,4,512,Name two first aid treatments for a cut.,court,40,16,1,16,1.3,3.8471353929990335e-06,13.8,8.4,6.5,7.31
Pi5,Llama-3.2-1B,Q3_K_L,4,512,Name two first aid treatments for a cut.,court,40,16,2,16,1.33,4.259820162699577e-06,15.3,8.0,6.1,7.05
Pi5,Llama-3.2-1B,Q3_K_L,4,512,Name two first aid treatments for a cut.,court,40,16,3,16,1.33,4.278224859119877e-06,15.4,7.6,5.7,6.64
Pi5,Llama-3.2-1B,Q3_K_L,4,512,Write one sentence about handwashing.,court,37,16,1,16,1.26,3.488162776780219e-06,12.6,7.4,5.4,6.46
Pi5,Llama-3.2-1B,Q3_K_L,4,512,Write one sentence about handwashing.,court,37,16,2,16,1.27,3.5566459562528853e-06,12.8,8.3,6.4,7.24
Pi5,Llama-3.2-1B,Q3_K_L,4,512,Write one sentence about handwashing.,court,37,16,3,16,1.27,3.5154688811243437e-06,12.7,8.1,6.2,7.02
Pi5,Llama-3.2-1B,Q3_K_L,4,512,Who is Samantha Andrews?,court,24,16,1,16,1.22,3.1692734174475382e-06,11.4,8.4,6.3,7.29
Pi5,Llama-3.2-1B,Q3_K_L,4,512,Who is Samantha Andrews?,court,24,16,2,16,1.21,3.1400272605446344e-06,11.3,6.8,5.1,7.38
Pi5,Llama-3.2-1B,Q3_K_L,4,512,Who is Samantha Andrews?,court,24,16,3,16,1.27,3.439073855864283e-06,12.4,9.7,7.4,7.82
Pi5,Llama-3.2-1B,Q3_K_L,4,512,What year did WW2 start?,court,24,16,1,16,1.27,3.5540553275685982e-06,12.8,8.3,6.4,7.24
Pi5,Llama-3.2-1B,Q3_K_L,4,512,What year did WW2 start?,court,24,16,2,16,1.27,3.583220831766795e-06,12.9,7.8,5.9,6.9
Pi5,Llama-3.2-1B,Q3_K_L,4,512,What year did WW2 start?,court,24,16,3,16,1.27,3.5494987474008027e-06,12.8,8.6,6.7,7.54
Pi5,Llama-3.2-1B,Q3_K_L,4,512,Give 10 features of the sun.,court,28,16,1,16,1.32,4.127320127741586e-06,14.9,7.9,6.0,6.95
Pi5,Llama-3.2-1B,Q3_K_L,4,512,Give 10 features of the sun.,court,28,16,2,16,1.33,4.001920435852722e-06,14.4,8.4,6.5,7.38
Pi5,Llama-3.2-1B,Q3_K_L,4,512,Give 10 features of the sun.,court,28,16,3,16,1.29,3.7700071226269396e-06,13.6,8.3,6.3,7.28
Pi5,Llama-3.2-1B,Q3_K_L,4,512,Write a mock newspaper headline.,court,32,16,1,16,1.26,3.5102798227304668e-06,12.6,9.6,7.4,7.74
Pi5,Llama-3.2-1B,Q3_K_L,4,512,Write a mock newspaper headline.,court,32,16,2,16,1.25,3.3957019062390584e-06,12.2,8.9,6.9,7.77
Pi5,Llama-3.2-1B,Q3_K_L,4,512,Write a mock newspaper headline.,court,32,16,3,16,1.27,3.5464293976547334e-06,12.8,8.0,6.0,6.98
Pi5,Llama-3.2-1B,Q3_K_L,4,512,Create a data visualization of the latest COVID-19 cases in the US.,moyen,67,16,1,16,1.47,6.9321717393457355e-06,25.0,9.9,7.6,7.23
Pi5,Llama-3.2-1B,Q3_K_L,4,512,Create a data visualization of the latest COVID-19 cases in the US.,moyen,67,16,2,16,1.47,7.011472191218076e-06,25.2,9.4,7.3,7.57
Pi5,Llama-3.2-1B,Q3_K_L,4,512,Create a data visualization of the latest COVID-19 cases in the US.,moyen,67,16,3,16,1.48,7.369917366540647e-06,26.5,8.8,6.7,6.37
Pi5,Llama-3.2-1B,Q3_K_L,4,512,"Calculate the price after discount.
Regular price: $100, Discount: 15%",moyen,70,16,1,16,1.54,8.178897948609081e-06,29.4,10.9,8.5,7.46
Pi5,Llama-3.2-1B,Q3_K_L,4,512,"Calculate the price after discount.
Regular price: $100, Discount: 15%",moyen,70,16,2,16,1.53,8.137975719475158e-06,29.3,11.0,8.5,7.51
Pi5,Llama-3.2-1B,Q3_K_L,4,512,"Calculate the price after discount.
Regular price: $100, Discount: 15%",moyen,70,16,3,16,1.54,8.105114593863737e-06,29.2,10.0,7.7,7.29
Pi5,Llama-3.2-1B,Q3_K_L,4,512,"Parse the given sentence grammatically.
The small jar sat on the shelf.",moyen,71,16,1,16,1.54,7.947581956170853e-06,28.6,9.5,7.1,6.93
Pi5,Llama-3.2-1B,Q3_K_L,4,512,"Parse the given sentence grammatically.
The small jar sat on the shelf.",moyen,71,16,2,16,1.47,7.0022911226142374e-06,25.2,10.3,8.0,7.57
Pi5,Llama-3.2-1B,Q3_K_L,4,512,"Parse the given sentence grammatically.
The small jar sat on the shelf.",moyen,71,16,3,16,1.47,7.059174890707735e-06,25.4,9.6,7.2,7.01
Pi5,Llama-3.2-1B,Q3_K_L,4,512,"Rewrite the given program in Java.
a = 4
b = 5
c = a + b
print(c)",moyen,65,16,1,16,1.78,9.030091496427207e-06,32.5,11.7,9.1,7.32
Pi5,Llama-3.2-1B,Q3_K_L,4,512,"Rewrite the given program in Java.
a = 4
b = 5
c = a + b
print(c)",moyen,65,16,2,16,1.78,8.948003110731263e-06,32.2,10.6,8.1,6.59
Pi5,Llama-3.2-1B,Q3_K_L,4,512,"Rewrite the given program in Java.
a = 4
b = 5
c = a + b
print(c)",moyen,65,16,3,16,1.78,8.943341217644723e-06,32.2,10.8,8.3,6.73
Pi5,Llama-3.2-1B,Q3_K_L,4,512,"Based on the input, provide the correct spelling of the word.
ambigious",moyen,71,16,1,16,1.48,7.502695611502824e-06,27.0,10.0,7.6,7.31
Pi5,Llama-3.2-1B,Q3_K_L,4,512,"Based on the input, provide the correct spelling of the word.
ambigious",moyen,71,16,2,16,1.48,7.214960202383095e-06,26.0,9.8,7.5,7.17
Pi5,Llama-3.2-1B,Q3_K_L,4,512,"Based on the input, provide the correct spelling of the word.
ambigious",moyen,71,16,3,16,1.47,7.133671734328398e-06,25.7,10.0,7.7,7.35
Pi5,Llama-3.2-1B,Q3_K_L,4,512,Construct a query that returns information about the Eiffel Tower.,moyen,66,16,1,16,1.42,5.772450081324862e-06,20.8,9.3,7.1,7.51
Pi5,Llama-3.2-1B,Q3_K_L,4,512,Construct a query that returns information about the Eiffel Tower.,moyen,66,16,2,16,1.42,5.704715202781826e-06,20.5,10.0,7.6,7.26
Pi5,Llama-3.2-1B,Q3_K_L,4,512,Construct a query that returns information about the Eiffel Tower.,moyen,66,16,3,16,1.43,6.0716265372651565e-06,21.9,8.0,6.0,7.02
Pi5,Llama-3.2-1B,Q3_K_L,4,512,"Create a set from the given input and find its size.
[1, 2, 3, 2, 4, 2]",moyen,71,16,1,16,1.88,9.18409767328937e-06,33.1,12.8,9.9,7.53
Pi5,Llama-3.2-1B,Q3_K_L,4,512,"Create a set from the given input and find its size.
[1, 2, 3, 2, 4, 2]",moyen,71,16,2,16,1.86,9.308123831808654e-06,33.5,13.6,10.6,7.46
Pi5,Llama-3.2-1B,Q3_K_L,4,512,"Create a set from the given input and find its size.
[1, 2, 3, 2, 4, 2]",moyen,71,16,3,16,1.88,9.350250443376615e-06,33.7,13.1,10.2,7.21
Pi5,Llama-3.2-1B,Q3_K_L,4,512,"What are the different types of characters in the given play?
Macbeth",moyen,69,16,1,16,1.47,7.013241060953524e-06,25.2,9.8,7.5,7.09
Pi5,Llama-3.2-1B,Q3_K_L,4,512,"What are the different types of characters in the given play?
Macbeth",moyen,69,16,2,16,1.5,7.087589334798951e-06,25.5,10.1,7.6,6.87
Pi5,Llama-3.2-1B,Q3_K_L,4,512,"What are the different types of characters in the given play?
Macbeth",moyen,69,16,3,16,1.47,6.993241924876161e-06,25.2,10.0,7.7,7.3
Pi5,Llama-3.2-1B,Q3_K_L,4,512,"Find the x-intercept of the line given by the equation.
y = 4x + 10",moyen,67,16,1,16,1.63,8.472152026651101e-06,30.5,12.6,10.0,7.9
Pi5,Llama-3.2-1B,Q3_K_L,4,512,"Find the x-intercept of the line given by the equation.
y = 4x + 10",moyen,67,16,2,16,1.63,8.455573480195904e-06,30.4,11.1,8.3,6.94
Pi5,Llama-3.2-1B,Q3_K_L,4,512,"Find the x-intercept of the line given by the equation.
y = 4x + 10",moyen,67,16,3,16,1.63,8.478239707869159e-06,30.5,11.9,9.2,7.4
Pi5,Llama-3.2-1B,Q3_K_L,4,512,"Identify the most suitable adverb for the following sentence
She works",moyen,70,16,1,16,1.45,6.4670056951145266e-06,23.3,9.8,7.5,7.12
Pi5,Llama-3.2-1B,Q3_K_L,4,512,"Identify the most suitable adverb for the following sentence
She works",moyen,70,16,2,16,1.47,7.133523101465253e-06,25.7,10.2,7.8,7.39
Pi5,Llama-3.2-1B,Q3_K_L,4,512,"Identify the most suitable adverb for the following sentence
She works",moyen,70,16,3,16,1.46,6.775931255066425e-06,24.4,10.2,7.9,7.4
Pi5,Llama-3.2-1B,Q3_K_L,4,512,"Generate a sentence using the words ""caffeine"", ""hunter"", and ""monday"".",moyen,71,16,1,16,1.55,8.22382284420683e-06,29.6,11.0,8.5,7.55
Pi5,Llama-3.2-1B,Q3_K_L,4,512,"Generate a sentence using the words ""caffeine"", ""hunter"", and ""monday"".",moyen,71,16,2,16,1.57,8.191877039172947e-06,29.5,9.9,7.5,7.21
Pi5,Llama-3.2-1B,Q3_K_L,4,512,"Generate a sentence using the words ""caffeine"", ""hunter"", and ""monday"".",moyen,71,16,3,16,1.56,8.106397941871519e-06,29.2,9.3,7.3,7.48
Pi5,Llama-3.2-1B,Q3_K_L,4,512,"Sort the given words from most to least serious
Sneeze, trip, shout",moyen,67,16,1,16,1.54,8.097298888997205e-06,29.2,11.3,8.9,7.72
Pi5,Llama-3.2-1B,Q3_K_L,4,512,"Sort the given words from most to least serious
Sneeze, trip, shout",moyen,67,16,2,16,1.54,8.177233122261376e-06,29.4,10.2,8.0,7.42
Pi5,Llama-3.2-1B,Q3_K_L,4,512,"Sort the given words from most to least serious
Sneeze, trip, shout",moyen,67,16,3,16,1.54,8.177178852415967e-06,29.4,9.4,7.2,6.84
Pi5,Llama-3.2-1B,Q3_K_L,4,512,Come up with at least 5 ways to use deep learning in healthcare.,moyen,64,16,1,16,1.48,7.091372143783596e-06,25.5,10.7,8.4,7.78
Pi5,Llama-3.2-1B,Q3_K_L,4,512,Come up with at least 5 ways to use deep learning in healthcare.,moyen,64,16,2,16,1.5,7.822434305509296e-06,28.2,10.3,8.0,7.35
Pi5,Llama-3.2-1B,Q3_K_L,4,512,Come up with at least 5 ways to use deep learning in healthcare.,moyen,64,16,3,16,1.47,7.003457744837325e-06,25.2,9.3,7.1,6.77
Pi5,Llama-3.2-1B,Q3_K_L,4,512,Describe the concept of artificial intelligence in your own words.,moyen,66,16,1,16,1.37,4.767020991725133e-06,17.2,8.2,6.3,7.21
Pi5,Llama-3.2-1B,Q3_K_L,4,512,Describe the concept of artificial intelligence in your own words.,moyen,66,16,2,16,1.37,4.816813486068185e-06,17.3,8.6,6.6,7.51
Pi5,Llama-3.2-1B,Q3_K_L,4,512,Describe the concept of artificial intelligence in your own words.,moyen,66,16,3,16,1.39,4.802959508350809e-06,17.3,10.0,7.6,7.34
Pi5,Llama-3.2-1B,Q3_K_L,4,512,Follow the given example and create a poem about a passionate sunset.,moyen,69,16,1,16,1.43,5.980927444457276e-06,21.5,9.6,7.5,7.74
Pi5,Llama-3.2-1B,Q3_K_L,4,512,Follow the given example and create a poem about a passionate sunset.,moyen,69,16,2,16,1.43,6.03234152941659e-06,21.7,9.5,7.2,6.94
Pi5,Llama-3.2-1B,Q3_K_L,4,512,Follow the given example and create a poem about a passionate sunset.,moyen,69,16,3,16,1.49,5.911222884142364e-06,21.3,9.5,7.2,6.96
Pi5,Llama-3.2-1B,Q3_K_L,4,512,"Create three subheadings that could be used to divide the news article.
Tesla announced plans to develop a new battery technology that will increase the range of electric vehicles.",long,180,16,1,16,1.95,9.503299519605672e-06,34.2,12.7,9.9,6.98
Pi5,Llama-3.2-1B,Q3_K_L,4,512,"Create three subheadings that could be used to divide the news article.
Tesla announced plans to develop a new battery technology that will increase the range of electric vehicles.",long,180,16,2,16,1.94,9.555673192430665e-06,34.4,13.5,10.6,7.42
Pi5,Llama-3.2-1B,Q3_K_L,4,512,"Create three subheadings that could be used to divide the news article.
Tesla announced plans to develop a new battery technology that will increase the range of electric vehicles.",long,180,16,3,16,1.93,9.44536536641018e-06,34.0,13.2,10.3,7.21
Pi5,Llama-3.2-1B,Q3_K_L,4,512,"Given a string word and a dictionary of words, determine whether the word is a valid word.
String word: ""hello""
Dictionary of words: { ""hi"", ""bye"", ""hello"", ""world"" }",long,166,16,1,16,2.17,8.364074948765659e-06,30.1,15.1,11.7,7.4
Pi5,Llama-3.2-1B,Q3_K_L,4,512,"Given a string word and a dictionary of words, determine whether the word is a valid word.
String word: ""hello""
Dictionary of words: { ""hi"", ""bye"", ""hello"", ""world"" }",long,166,16,2,16,2.19,8.419049140637204e-06,30.3,16.4,13.0,7.65
Pi5,Llama-3.2-1B,Q3_K_L,4,512,"Given a string word and a dictionary of words, determine whether the word is a valid word.
String word: ""hello""
Dictionary of words: { ""hi"", ""bye"", ""hello"", ""world"" }",long,166,16,3,16,2.19,8.362466776483848e-06,30.1,15.2,11.8,7.42
Pi5,Llama-3.2-1B,Q3_K_L,4,512,"Given the following conditions, formulate a hypothesis.
Temperature, humidity, and precipitation levels are higher during the summer than the winter.",long,149,16,1,16,1.74,8.821979595838925e-06,31.8,12.8,10.3,7.97
Pi5,Llama-3.2-1B,Q3_K_L,4,512,"Given the following conditions, formulate a hypothesis.
Temperature, humidity, and precipitation levels are higher during the summer than the winter.",long,149,16,2,16,1.75,8.848741334600102e-06,31.9,12.4,9.5,7.3
Pi5,Llama-3.2-1B,Q3_K_L,4,512,"Given the following conditions, formulate a hypothesis.
Temperature, humidity, and precipitation levels are higher during the summer than the winter.",long,149,16,3,16,1.74,8.8168559019094e-06,31.7,11.1,8.6,6.96
Pi5,Llama-3.2-1B,Q3_K_L,4,512,"Make an assumption based on the following data.
90% of surveyed software developers work more than 8 hours a day, while only 10% work less than 8 hours a day",long,157,16,1,16,2.05,7.79032982865185e-06,28.0,14.3,11.2,7.46
Pi5,Llama-3.2-1B,Q3_K_L,4,512,"Make an assumption based on the following data.
90% of surveyed software developers work more than 8 hours a day, while only 10% work less than 8 hours a day",long,157,16,2,16,2.05,7.850568555100831e-06,28.3,12.8,10.2,7.02
Pi5,Llama-3.2-1B,Q3_K_L,4,512,"Make an assumption based on the following data.
90% of surveyed software developers work more than 8 hours a day, while only 10% work less than 8 hours a day",long,157,16,3,16,2.04,7.825001806230025e-06,28.2,13.7,10.7,7.15
Pi5,Llama-3.2-1B,Q3_K_L,4,512,"Given the following details, write a short paragraph about a vacation destination.
Destination: Mexico 
Time of Year: Summer 
Activities: Swimming, fishing, snorkeling, zip-lining",long,179,16,1,16,2.01,7.686319461551522e-06,27.7,14.0,11.1,7.68
Pi5,Llama-3.2-1B,Q3_K_L,4,512,"Given the following details, write a short paragraph about a vacation destination.
Destination: Mexico 
Time of Year: Summer 
Activities: Swimming, fishing, snorkeling, zip-lining",long,179,16,2,16,2.02,7.719137031790102e-06,27.8,14.5,11.6,7.59
Pi5,Llama-3.2-1B,Q3_K_L,4,512,"Given the following details, write a short paragraph about a vacation destination.
Destination: Mexico 
Time of Year: Summer 
Activities: Swimming, fishing, snorkeling, zip-lining",long,179,16,3,16,2.02,7.7824376613089e-06,28.0,13.1,10.3,7.17
Pi5,Llama-3.2-1B,Q3_K_L,4,512,"Generate a random password with 8 characters containing at least one number, one special character, one capital letter and one lowercase letter.",long,144,16,1,16,1.77,8.92556203413516e-06,32.1,12.2,9.3,7.19
Pi5,Llama-3.2-1B,Q3_K_L,4,512,"Generate a random password with 8 characters containing at least one number, one special character, one capital letter and one lowercase letter.",long,144,16,2,16,1.76,8.873573216392446e-06,31.9,12.0,9.6,7.53
Pi5,Llama-3.2-1B,Q3_K_L,4,512,"Generate a random password with 8 characters containing at least one number, one special character, one capital letter and one lowercase letter.",long,144,16,3,16,1.76,8.971856212953266e-06,32.3,12.6,9.8,7.46
Pi5,Llama-3.2-1B,Q3_K_L,4,512,"Edit the following to make it suitable for school-aged children.
Bob and Bill were arguing over who was the best player on the basketball team.",long,143,16,1,16,1.82,9.065834618466016e-06,32.6,12.4,9.4,6.93
Pi5,Llama-3.2-1B,Q3_K_L,4,512,"Edit the following to make it suitable for school-aged children.
Bob and Bill were arguing over who was the best player on the basketball team.",long,143,16,2,16,1.83,9.099708613548055e-06,32.8,12.9,10.0,7.59
Pi5,Llama-3.2-1B,Q3_K_L,4,512,"Edit the following to make it suitable for school-aged children.
Bob and Bill were arguing over who was the best player on the basketball team.",long,143,16,3,16,1.85,9.099917281782365e-06,32.8,13.4,10.4,7.36
Pi5,Llama-3.2-1B,Q3_K_L,4,512,"Given a description of a situation, provide an appropriate ethical judgement.
A chef was not happy with the performance of a waiter, so he yelled and cursed at him in front of other people.",long,189,16,1,16,2.12,7.900076266094525e-06,28.4,14.1,11.0,6.86
Pi5,Llama-3.2-1B,Q3_K_L,4,512,"Given a description of a situation, provide an appropriate ethical judgement.
A chef was not happy with the performance of a waiter, so he yelled and cursed at him in front of other people.",long,189,16,2,16,2.11,7.987389704828612e-06,28.8,14.4,11.3,7.51
Pi5,Llama-3.2-1B,Q3_K_L,4,512,"Given a description of a situation, provide an appropriate ethical judgement.
A chef was not happy with the performance of a waiter, so he yelled and cursed at him in front of other people.",long,189,16,3,16,2.08,7.929471448732729e-06,28.5,14.1,11.1,7.34
Pi5,Llama-3.2-1B,Q3_K_L,4,512,"Rewrite this poem to make it more vivid and interesting.
Once I had a house
where I made a thousand memories
It served me well
but now I'm gone",long,143,16,1,16,1.98,9.605263562581213e-06,34.6,13.3,10.4,7.28
Pi5,Llama-3.2-1B,Q3_K_L,4,512,"Rewrite this poem to make it more vivid and interesting.
Once I had a house
where I made a thousand memories
It served me well
but now I'm gone",long,143,16,2,16,1.99,9.620567045471822e-06,34.6,13.6,10.7,7.5
Pi5,Llama-3.2-1B,Q3_K_L,4,512,"Rewrite this poem to make it more vivid and interesting.
Once I had a house
where I made a thousand memories
It served me well
but now I'm gone",long,143,16,3,16,2.05,7.489385465661352e-06,27.0,12.6,9.8,6.55
Pi5,Llama-3.2-1B,Q3_K_L,4,512,"Categorize the following text into one of the genres: Comedy, Thriller, Romance, or Drama.
Two kids from very different backgrounds meet in summer camp and form an unlikely friendship.",long,184,16,1,16,2.07,7.856615534039668e-06,28.3,14.5,11.5,7.54
Pi5,Llama-3.2-1B,Q3_K_L,4,512,"Categorize the following text into one of the genres: Comedy, Thriller, Romance, or Drama.
Two kids from very different backgrounds meet in summer camp and form an unlikely friendship.",long,184,16,2,16,2.09,7.899005176703376e-06,28.4,15.5,12.2,7.58
Pi5,Llama-3.2-1B,Q3_K_L,4,512,"Categorize the following text into one of the genres: Comedy, Thriller, Romance, or Drama.
Two kids from very different backgrounds meet in summer camp and form an unlikely friendship.",long,184,16,3,16,2.07,7.900260895528768e-06,28.4,14.5,11.5,7.52
Pi5,Llama-3.2-1B,Q3_K_L,4,512,"Label the following news article as either ""Political"" or ""Entertainment""
Ansel Elgort and Gabrielle Union have both been cast in a new romantic summer movie to be released in 2022.",long,181,16,1,16,2.19,8.349325387824399e-06,30.1,15.4,12.1,7.49
Pi5,Llama-3.2-1B,Q3_K_L,4,512,"Label the following news article as either ""Political"" or ""Entertainment""
Ansel Elgort and Gabrielle Union have both been cast in a new romantic summer movie to be released in 2022.",long,181,16,2,16,2.19,8.409348785542566e-06,30.3,14.6,11.5,7.11
Pi5,Llama-3.2-1B,Q3_K_L,4,512,"Label the following news article as either ""Political"" or ""Entertainment""
Ansel Elgort and Gabrielle Union have both been cast in a new romantic summer movie to be released in 2022.",long,181,16,3,16,2.17,8.279226913878131e-06,29.8,15.7,12.4,7.67
Pi5,Llama-3.2-1B,Q3_K_L,4,512,"Identify the sentence in the given paragraph that contains all the given words.
Words: happiness, life, strive 
Paragraph:
Living your best life means striving for happiness in all aspects of life. Happiness can be found in the small daily moments, but also through being content with what you have. You don’t need to struggle to be content. You just need to shift how you look at life in order to see the beauty that already exists.",long,433,16,1,16,3.41,1.6370059102041956e-05,58.9,23.9,19.1,7.49
Pi5,Llama-3.2-1B,Q3_K_L,4,512,"Identify the sentence in the given paragraph that contains all the given words.
Words: happiness, life, strive 
Paragraph:
Living your best life means striving for happiness in all aspects of life. Happiness can be found in the small daily moments, but also through being content with what you have. You don’t need to struggle to be content. You just need to shift how you look at life in order to see the beauty that already exists.",long,433,16,2,16,3.37,1.5935084890034976e-05,57.4,24.3,19.6,7.62
Pi5,Llama-3.2-1B,Q3_K_L,4,512,"Identify the sentence in the given paragraph that contains all the given words.
Words: happiness, life, strive 
Paragraph:
Living your best life means striving for happiness in all aspects of life. Happiness can be found in the small daily moments, but also through being content with what you have. You don’t need to struggle to be content. You just need to shift how you look at life in order to see the beauty that already exists.",long,433,16,3,16,3.38,1.595924991756218e-05,57.5,23.5,18.6,7.22
Pi5,Llama-3.2-1B,Q3_K_L,4,512,"Frame a one-sentence hypothesis given the following information.
The goal of the study is to analyze the impact of online learning platforms on student performance.",long,164,16,1,16,1.81,9.057213767246199e-06,32.6,12.5,9.9,7.8
Pi5,Llama-3.2-1B,Q3_K_L,4,512,"Frame a one-sentence hypothesis given the following information.
The goal of the study is to analyze the impact of online learning platforms on student performance.",long,164,16,2,16,1.87,9.145870727006449e-06,32.9,13.8,10.8,7.59
Pi5,Llama-3.2-1B,Q3_K_L,4,512,"Frame a one-sentence hypothesis given the following information.
The goal of the study is to analyze the impact of online learning platforms on student performance.",long,164,16,3,16,1.86,9.207646832531308e-06,33.1,13.0,10.1,7.11
Pi5,Llama-3.2-1B,Q3_K_L,4,512,"Identify if the given sentence is a rhetorical question or not. Output 1 for rhetorical question, and 0 for not.
Are you out of your mind?",long,138,16,1,16,1.95,9.589784834716884e-06,34.5,13.6,10.7,7.44
Pi5,Llama-3.2-1B,Q3_K_L,4,512,"Identify if the given sentence is a rhetorical question or not. Output 1 for rhetorical question, and 0 for not.
Are you out of your mind?",long,138,16,2,16,1.95,9.423469716438138e-06,33.9,14.2,11.3,7.77
Pi5,Llama-3.2-1B,Q3_K_L,4,512,"Identify if the given sentence is a rhetorical question or not. Output 1 for rhetorical question, and 0 for not.
Are you out of your mind?",long,138,16,3,16,1.96,9.531835706134314e-06,34.3,13.7,10.9,7.55
Pi5,Llama-3.2-1B,Q3_K_L,4,512,"Create a short news article summarizing the following information.
A new report from the World Health Organization suggests that mental health in adolescents is declining due to increased social media and technology use.",long,220,16,1,16,2.02,7.703233555128292e-06,27.7,13.7,10.9,7.53
Pi5,Llama-3.2-1B,Q3_K_L,4,512,"Create a short news article summarizing the following information.
A new report from the World Health Organization suggests that mental health in adolescents is declining due to increased social media and technology use.",long,220,16,2,16,2.04,7.82442898962856e-06,28.2,14.7,11.5,7.29
