machine,modele,quantification,n_threads,n_ctx,prompt,classe,n_caracteres,max_tokens,run,tokens,duree_s,energie_kWh,joules,joules_pmic,joules_pmic_cpu,w_moyen_pmic
Pi5,Llama-3.2-1B,Q3_K_L,1,2048,Come up with at least 5 ways to use deep learning in healthcare.,moyen,64,16,2,16,2.96,5.234367380947774e-06,18.8,12.2,7.9,4.41
Pi5,Llama-3.2-1B,Q3_K_L,1,2048,Come up with at least 5 ways to use deep learning in healthcare.,moyen,64,16,3,16,2.96,5.2402907330603145e-06,18.9,11.7,7.7,4.23
Pi5,Llama-3.2-1B,Q3_K_L,1,2048,Describe the concept of artificial intelligence in your own words.,moyen,66,16,1,16,2.87,5.119339984402815e-06,18.4,12.0,8.0,4.37
Pi5,Llama-3.2-1B,Q3_K_L,1,2048,Describe the concept of artificial intelligence in your own words.,moyen,66,16,2,16,2.84,5.0703582920900435e-06,18.3,11.3,7.5,4.42
Pi5,Llama-3.2-1B,Q3_K_L,1,2048,Describe the concept of artificial intelligence in your own words.,moyen,66,16,3,16,2.87,5.111306409505318e-06,18.4,11.4,7.3,4.28
Pi5,Llama-3.2-1B,Q3_K_L,1,2048,Follow the given example and create a poem about a passionate sunset.,moyen,69,16,1,16,2.91,5.157327723329367e-06,18.6,12.3,8.2,4.49
Pi5,Llama-3.2-1B,Q3_K_L,1,2048,Follow the given example and create a poem about a passionate sunset.,moyen,69,16,2,16,2.93,5.191263358823507e-06,18.7,12.7,8.4,4.4
Pi5,Llama-3.2-1B,Q3_K_L,1,2048,Follow the given example and create a poem about a passionate sunset.,moyen,69,16,3,16,2.93,5.209876843875171e-06,18.8,11.8,7.6,4.28
Pi5,Llama-3.2-1B,Q3_K_L,1,2048,"Create three subheadings that could be used to divide the news article.
Tesla announced plans to develop a new battery technology that will increase the range of electric vehicles.",long,180,16,1,16,3.43,5.846725576854382e-06,21.0,16.3,11.4,4.92
Pi5,Llama-3.2-1B,Q3_K_L,1,2048,"Create three subheadings that could be used to divide the news article.
Tesla announced plans to develop a new battery technology that will increase the range of electric vehicles.",long,180,16,2,16,3.46,5.909864568447591e-06,21.3,15.6,10.8,4.7
Pi5,Llama-3.2-1B,Q3_K_L,1,2048,"Create three subheadings that could be used to divide the news article.
Tesla announced plans to develop a new battery technology that will increase the range of electric vehicles.",long,180,16,3,16,3.41,5.825905759908959e-06,21.0,15.6,10.9,5.01
Pi5,Llama-3.2-1B,Q3_K_L,1,2048,"Given a string word and a dictionary of words, determine whether the word is a valid word.
String word: ""hello""
Dictionary of words: { ""hi"", ""bye"", ""hello"", ""world"" }",long,166,16,1,16,3.68,6.746182026014708e-06,24.3,17.8,12.7,5.05
Pi5,Llama-3.2-1B,Q3_K_L,1,2048,"Given a string word and a dictionary of words, determine whether the word is a valid word.
String word: ""hello""
Dictionary of words: { ""hi"", ""bye"", ""hello"", ""world"" }",long,166,16,2,16,3.69,6.715925648332155e-06,24.2,16.5,11.1,4.61
Pi5,Llama-3.2-1B,Q3_K_L,1,2048,"Given a string word and a dictionary of words, determine whether the word is a valid word.
String word: ""hello""
Dictionary of words: { ""hi"", ""bye"", ""hello"", ""world"" }",long,166,16,3,16,3.8,6.98499996187836e-06,25.1,17.8,12.5,4.84
Pi5,Llama-3.2-1B,Q3_K_L,1,2048,"Given the following conditions, formulate a hypothesis.
Temperature, humidity, and precipitation levels are higher during the summer than the winter.",long,149,16,1,16,3.35,5.7137052659694935e-06,20.6,15.1,10.3,4.69
Pi5,Llama-3.2-1B,Q3_K_L,1,2048,"Given the following conditions, formulate a hypothesis.
Temperature, humidity, and precipitation levels are higher during the summer than the winter.",long,149,16,2,16,3.35,5.712988537443211e-06,20.6,15.0,10.4,4.66
Pi5,Llama-3.2-1B,Q3_K_L,1,2048,"Given the following conditions, formulate a hypothesis.
Temperature, humidity, and precipitation levels are higher during the summer than the winter.",long,149,16,3,16,3.23,5.554330224349343e-06,20.0,14.5,10.0,4.67
Pi5,Llama-3.2-1B,Q3_K_L,1,2048,"Make an assumption based on the following data.
90% of surveyed software developers work more than 8 hours a day, while only 10% work less than 8 hours a day",long,157,16,1,16,3.55,6.097123020228881e-06,21.9,16.3,11.4,4.88
Pi5,Llama-3.2-1B,Q3_K_L,1,2048,"Make an assumption based on the following data.
90% of surveyed software developers work more than 8 hours a day, while only 10% work less than 8 hours a day",long,157,16,2,16,3.52,6.019180077237753e-06,21.7,16.1,11.5,4.99
Pi5,Llama-3.2-1B,Q3_K_L,1,2048,"Make an assumption based on the following data.
90% of surveyed software developers work more than 8 hours a day, while only 10% work less than 8 hours a day",long,157,16,3,16,3.56,6.133939855744541e-06,22.1,16.7,11.7,4.85
Pi5,Llama-3.2-1B,Q3_K_L,1,2048,"Given the following details, write a short paragraph about a vacation destination.
Destination: Mexico 
Time of Year: Summer 
Activities: Swimming, fishing, snorkeling, zip-lining",long,179,16,1,16,3.5,5.978233411392209e-06,21.5,16.1,11.4,4.88
Pi5,Llama-3.2-1B,Q3_K_L,1,2048,"Given the following details, write a short paragraph about a vacation destination.
Destination: Mexico 
Time of Year: Summer 
Activities: Swimming, fishing, snorkeling, zip-lining",long,179,16,2,16,3.58,6.101838598431326e-06,22.0,16.7,11.7,4.83
Pi5,Llama-3.2-1B,Q3_K_L,1,2048,"Given the following details, write a short paragraph about a vacation destination.
Destination: Mexico 
Time of Year: Summer 
Activities: Swimming, fishing, snorkeling, zip-lining",long,179,16,3,16,3.51,5.982357282444202e-06,21.5,17.0,12.0,5.1
Pi5,Llama-3.2-1B,Q3_K_L,1,2048,"Generate a random password with 8 characters containing at least one number, one special character, one capital letter and one lowercase letter.",long,144,16,1,16,3.26,5.59423625557611e-06,20.1,14.5,9.8,4.54
Pi5,Llama-3.2-1B,Q3_K_L,1,2048,"Generate a random password with 8 characters containing at least one number, one special character, one capital letter and one lowercase letter.",long,144,16,2,16,3.26,5.591788170641169e-06,20.1,15.6,10.9,4.98
Pi5,Llama-3.2-1B,Q3_K_L,1,2048,"Generate a random password with 8 characters containing at least one number, one special character, one capital letter and one lowercase letter.",long,144,16,3,16,3.28,5.620285056709477e-06,20.2,14.9,10.4,4.79
Pi5,Llama-3.2-1B,Q3_K_L,1,2048,"Edit the following to make it suitable for school-aged children.
Bob and Bill were arguing over who was the best player on the basketball team.",long,143,16,1,16,3.31,5.659940823366172e-06,20.4,14.5,9.9,4.68
Pi5,Llama-3.2-1B,Q3_K_L,1,2048,"Edit the following to make it suitable for school-aged children.
Bob and Bill were arguing over who was the best player on the basketball team.",long,143,16,2,16,3.31,5.66534080797572e-06,20.4,15.0,10.2,4.7
Pi5,Llama-3.2-1B,Q3_K_L,1,2048,"Edit the following to make it suitable for school-aged children.
Bob and Bill were arguing over who was the best player on the basketball team.",long,143,16,3,16,3.3,5.65857738771785e-06,20.4,14.3,9.7,4.59
Pi5,Llama-3.2-1B,Q3_K_L,1,2048,"Given a description of a situation, provide an appropriate ethical judgement.
A chef was not happy with the performance of a waiter, so he yelled and cursed at him in front of other people.",long,189,16,1,16,3.58,6.203129756569767e-06,22.3,16.9,12.0,5.1
Pi5,Llama-3.2-1B,Q3_K_L,1,2048,"Given a description of a situation, provide an appropriate ethical judgement.
A chef was not happy with the performance of a waiter, so he yelled and cursed at him in front of other people.",long,189,16,2,16,3.68,6.288951726822365e-06,22.6,17.1,11.9,4.8
Pi5,Llama-3.2-1B,Q3_K_L,1,2048,"Given a description of a situation, provide an appropriate ethical judgement.
A chef was not happy with the performance of a waiter, so he yelled and cursed at him in front of other people.",long,189,16,3,16,3.65,6.28734586561687e-06,22.6,17.3,12.1,4.9
Pi5,Llama-3.2-1B,Q3_K_L,1,2048,"Rewrite this poem to make it more vivid and interesting.
Once I had a house
where I made a thousand memories
It served me well
but now I'm gone",long,143,16,1,16,3.56,6.0341421352079885e-06,21.7,16.7,11.8,4.86
Pi5,Llama-3.2-1B,Q3_K_L,1,2048,"Rewrite this poem to make it more vivid and interesting.
Once I had a house
where I made a thousand memories
It served me well
but now I'm gone",long,143,16,2,16,3.49,5.947703781544284e-06,21.4,15.9,10.9,4.65
Pi5,Llama-3.2-1B,Q3_K_L,1,2048,"Rewrite this poem to make it more vivid and interesting.
Once I had a house
where I made a thousand memories
It served me well
but now I'm gone",long,143,16,3,16,3.47,5.931819899122532e-06,21.4,16.6,11.7,4.95
Pi5,Llama-3.2-1B,Q3_K_L,1,2048,"Categorize the following text into one of the genres: Comedy, Thriller, Romance, or Drama.
Two kids from very different backgrounds meet in summer camp and form an unlikely friendship.",long,184,16,1,16,3.57,6.181912709497572e-06,22.3,17.3,12.3,5.04
Pi5,Llama-3.2-1B,Q3_K_L,1,2048,"Categorize the following text into one of the genres: Comedy, Thriller, Romance, or Drama.
Two kids from very different backgrounds meet in summer camp and form an unlikely friendship.",long,184,16,2,16,3.68,6.267364277827813e-06,22.6,18.1,13.0,5.08
Pi5,Llama-3.2-1B,Q3_K_L,1,2048,"Categorize the following text into one of the genres: Comedy, Thriller, Romance, or Drama.
Two kids from very different backgrounds meet in summer camp and form an unlikely friendship.",long,184,16,3,16,3.59,6.244420777524736e-06,22.5,17.1,12.1,4.98
Pi5,Llama-3.2-1B,Q3_K_L,1,2048,"Label the following news article as either ""Political"" or ""Entertainment""
Ansel Elgort and Gabrielle Union have both been cast in a new romantic summer movie to be released in 2022.",long,181,16,1,16,3.67,6.5558414197938295e-06,23.6,17.9,12.8,5.16
Pi5,Llama-3.2-1B,Q3_K_L,1,2048,"Label the following news article as either ""Political"" or ""Entertainment""
Ansel Elgort and Gabrielle Union have both been cast in a new romantic summer movie to be released in 2022.",long,181,16,2,16,3.68,6.717692884658266e-06,24.2,18.0,12.6,5.05
Pi5,Llama-3.2-1B,Q3_K_L,1,2048,"Label the following news article as either ""Political"" or ""Entertainment""
Ansel Elgort and Gabrielle Union have both been cast in a new romantic summer movie to be released in 2022.",long,181,16,3,16,3.68,6.610523955363152e-06,23.8,18.3,13.2,5.15
Pi5,Llama-3.2-1B,Q3_K_L,1,2048,"Identify the sentence in the given paragraph that contains all the given words.
Words: happiness, life, strive 
Paragraph:
Living your best life means striving for happiness in all aspects of life. Happiness can be found in the small daily moments, but also through being content with what you have. You don’t need to struggle to be content. You just need to shift how you look at life in order to see the beauty that already exists.",long,433,16,1,16,4.88,1.478723057378274e-05,53.2,26.7,20.1,5.81
Pi5,Llama-3.2-1B,Q3_K_L,1,2048,"Identify the sentence in the given paragraph that contains all the given words.
Words: happiness, life, strive 
Paragraph:
Living your best life means striving for happiness in all aspects of life. Happiness can be found in the small daily moments, but also through being content with what you have. You don’t need to struggle to be content. You just need to shift how you look at life in order to see the beauty that already exists.",long,433,16,2,16,4.88,1.4856963934351733e-05,53.5,27.0,20.2,5.76
Pi5,Llama-3.2-1B,Q3_K_L,1,2048,"Identify the sentence in the given paragraph that contains all the given words.
Words: happiness, life, strive 
Paragraph:
Living your best life means striving for happiness in all aspects of life. Happiness can be found in the small daily moments, but also through being content with what you have. You don’t need to struggle to be content. You just need to shift how you look at life in order to see the beauty that already exists.",long,433,16,3,16,4.88,1.479243223486696e-05,53.3,26.1,19.3,5.59
Pi5,Llama-3.2-1B,Q3_K_L,1,2048,"Frame a one-sentence hypothesis given the following information.
The goal of the study is to analyze the impact of online learning platforms on student performance.",long,164,16,1,16,3.35,5.725409702161163e-06,20.6,15.6,10.9,4.84
Pi5,Llama-3.2-1B,Q3_K_L,1,2048,"Frame a one-sentence hypothesis given the following information.
The goal of the study is to analyze the impact of online learning platforms on student performance.",long,164,16,2,16,3.35,5.731109887243615e-06,20.6,16.0,11.0,4.8
Pi5,Llama-3.2-1B,Q3_K_L,1,2048,"Frame a one-sentence hypothesis given the following information.
The goal of the study is to analyze the impact of online learning platforms on student performance.",long,164,16,3,16,3.32,5.6788596088404235e-06,20.4,15.3,10.5,4.73
Pi5,Llama-3.2-1B,Q3_K_L,1,2048,"Identify if the given sentence is a rhetorical question or not. Output 1 for rhetorical question, and 0 for not.
Are you out of your mind?",long,138,16,1,16,3.45,5.881892671782486e-06,21.2,16.9,11.9,4.94
Pi5,Llama-3.2-1B,Q3_K_L,1,2048,"Identify if the given sentence is a rhetorical question or not. Output 1 for rhetorical question, and 0 for not.
Are you out of your mind?",long,138,16,2,16,3.43,5.848461629620425e-06,21.1,15.9,11.1,5.07
Pi5,Llama-3.2-1B,Q3_K_L,1,2048,"Identify if the given sentence is a rhetorical question or not. Output 1 for rhetorical question, and 0 for not.
Are you out of your mind?",long,138,16,3,16,3.44,5.877856516738921e-06,21.2,16.0,11.2,4.85
Pi5,Llama-3.2-1B,Q3_K_L,1,2048,"Create a short news article summarizing the following information.
A new report from the World Health Organization suggests that mental health in adolescents is declining due to increased social media and technology use.",long,220,16,1,16,3.51,5.979920329705296e-06,21.5,16.2,11.3,4.73
