machine,modele,quantification,prompt,classe,n_caracteres,max_tokens,run,tokens,duree_s,energie_kWh,joules,joules_pmic,joules_pmic_cpu,w_moyen_pmic
Pi5,Qwen2.5-1.5B,Q3_K_L,Name two first aid treatments for a cut.,court,40,16,1,16,2.04,4.401875211749683e-06,15.8,12.3,8.9,6.1
Pi5,Qwen2.5-1.5B,Q3_K_L,Name two first aid treatments for a cut.,court,40,16,2,16,2.03,4.397864764704685e-06,15.8,11.5,8.4,6.04
Pi5,Qwen2.5-1.5B,Q3_K_L,Name two first aid treatments for a cut.,court,40,16,3,16,2.03,4.393504708844428e-06,15.8,10.9,7.8,5.72
Pi5,Qwen2.5-1.5B,Q3_K_L,Write one sentence about handwashing.,court,37,16,1,16,1.98,4.563934927894262e-06,16.4,10.2,7.3,5.71
Pi5,Qwen2.5-1.5B,Q3_K_L,Write one sentence about handwashing.,court,37,16,2,16,1.98,4.562687551192043e-06,16.4,10.3,7.5,5.78
Pi5,Qwen2.5-1.5B,Q3_K_L,Write one sentence about handwashing.,court,37,16,3,16,1.98,4.576863953715929e-06,16.5,10.5,7.7,5.89
Pi5,Qwen2.5-1.5B,Q3_K_L,Who is Samantha Andrews?,court,24,16,1,16,1.93,4.4805172398607355e-06,16.1,10.0,7.0,5.52
Pi5,Qwen2.5-1.5B,Q3_K_L,Who is Samantha Andrews?,court,24,16,2,16,1.89,4.486079265224984e-06,16.1,10.5,7.5,6.26
Pi5,Qwen2.5-1.5B,Q3_K_L,Who is Samantha Andrews?,court,24,16,3,16,1.89,4.446401860058926e-06,16.0,9.9,7.1,5.92
Pi5,Qwen2.5-1.5B,Q3_K_L,What year did WW2 start?,court,24,16,1,16,2.03,4.385266940241045e-06,15.8,10.8,7.9,5.7
Pi5,Qwen2.5-1.5B,Q3_K_L,What year did WW2 start?,court,24,16,2,16,1.96,4.5662145280822755e-06,16.4,11.6,8.5,6.07
Pi5,Qwen2.5-1.5B,Q3_K_L,What year did WW2 start?,court,24,16,3,16,1.98,4.587704545217037e-06,16.5,10.7,7.7,5.95
Pi5,Qwen2.5-1.5B,Q3_K_L,Give 10 features of the sun.,court,28,16,1,16,2.02,4.3783851765787114e-06,15.8,11.4,8.2,5.97
Pi5,Qwen2.5-1.5B,Q3_K_L,Give 10 features of the sun.,court,28,16,2,16,2.03,4.395024924283687e-06,15.8,11.9,8.6,5.92
Pi5,Qwen2.5-1.5B,Q3_K_L,Give 10 features of the sun.,court,28,16,3,16,2.03,4.380802363366744e-06,15.8,11.4,8.3,5.7
Pi5,Qwen2.5-1.5B,Q3_K_L,Write a mock newspaper headline.,court,32,16,1,16,1.94,4.512863919447382e-06,16.2,10.5,7.7,5.91
Pi5,Qwen2.5-1.5B,Q3_K_L,Write a mock newspaper headline.,court,32,16,2,16,1.94,4.512637916964126e-06,16.2,10.8,8.0,6.0
Pi5,Qwen2.5-1.5B,Q3_K_L,Write a mock newspaper headline.,court,32,16,3,16,1.94,4.488514749305384e-06,16.2,10.5,7.7,5.84
Pi5,Qwen2.5-1.5B,Q3_K_L,Create a data visualization of the latest COVID-19 cases in the US.,moyen,67,16,1,16,2.3,4.896015143197948e-06,17.6,12.5,9.2,5.88
Pi5,Qwen2.5-1.5B,Q3_K_L,Create a data visualization of the latest COVID-19 cases in the US.,moyen,67,16,2,16,2.26,4.800656925434648e-06,17.3,13.5,10.0,6.07
Pi5,Qwen2.5-1.5B,Q3_K_L,Create a data visualization of the latest COVID-19 cases in the US.,moyen,67,16,3,16,2.25,4.8067756428932376e-06,17.3,13.0,9.5,6.07
Pi5,Qwen2.5-1.5B,Q3_K_L,"Calculate the price after discount.
Regular price: $100, Discount: 15%",moyen,70,16,1,16,2.4,5.21922727437057e-06,18.8,13.0,9.5,5.8
Pi5,Qwen2.5-1.5B,Q3_K_L,"Calculate the price after discount.
Regular price: $100, Discount: 15%",moyen,70,16,2,16,2.41,5.266954887162275e-06,19.0,13.0,9.8,6.16
Pi5,Qwen2.5-1.5B,Q3_K_L,"Calculate the price after discount.
Regular price: $100, Discount: 15%",moyen,70,16,3,16,2.4,5.215628094119742e-06,18.8,13.8,10.4,6.45
Pi5,Qwen2.5-1.5B,Q3_K_L,"Parse the given sentence grammatically.
The small jar sat on the shelf.",moyen,71,16,1,16,2.26,4.797211676667281e-06,17.3,12.9,9.5,6.03
Pi5,Qwen2.5-1.5B,Q3_K_L,"Parse the given sentence grammatically.
The small jar sat on the shelf.",moyen,71,16,2,16,2.25,4.781769552132153e-06,17.2,13.3,9.7,6.22
Pi5,Qwen2.5-1.5B,Q3_K_L,"Parse the given sentence grammatically.
The small jar sat on the shelf.",moyen,71,16,3,16,2.26,4.785133718374639e-06,17.2,12.8,9.6,6.07
Pi5,Qwen2.5-1.5B,Q3_K_L,"Rewrite the given program in Java.
a = 4
b = 5
c = a + b
print(c)",moyen,65,16,1,16,2.68,6.149066086472845e-06,22.1,16.4,12.4,6.62
Pi5,Qwen2.5-1.5B,Q3_K_L,"Rewrite the given program in Java.
a = 4
b = 5
c = a + b
print(c)",moyen,65,16,2,16,2.65,5.941186722345676e-06,21.4,16.3,12.5,6.53
Pi5,Qwen2.5-1.5B,Q3_K_L,"Rewrite the given program in Java.
a = 4
b = 5
c = a + b
print(c)",moyen,65,16,3,16,2.71,6.144833426028768e-06,22.1,15.8,11.8,6.1
Pi5,Qwen2.5-1.5B,Q3_K_L,"Based on the input, provide the correct spelling of the word.
ambigious",moyen,71,16,1,16,2.26,4.900608044204897e-06,17.6,12.9,9.5,6.12
Pi5,Qwen2.5-1.5B,Q3_K_L,"Based on the input, provide the correct spelling of the word.
ambigious",moyen,71,16,2,16,2.26,4.780124317463499e-06,17.2,13.5,10.1,6.07
Pi5,Qwen2.5-1.5B,Q3_K_L,"Based on the input, provide the correct spelling of the word.
ambigious",moyen,71,16,3,16,2.26,4.7875875901341825e-06,17.2,12.5,9.4,6.17
Pi5,Qwen2.5-1.5B,Q3_K_L,Construct a query that returns information about the Eiffel Tower.,moyen,66,16,1,16,2.17,4.619359224253004e-06,16.6,12.9,9.6,6.06
Pi5,Qwen2.5-1.5B,Q3_K_L,Construct a query that returns information about the Eiffel Tower.,moyen,66,16,2,16,2.17,4.610426081157203e-06,16.6,12.0,8.9,6.0
Pi5,Qwen2.5-1.5B,Q3_K_L,Construct a query that returns information about the Eiffel Tower.,moyen,66,16,3,16,2.15,4.570477063289697e-06,16.5,11.9,8.8,5.93
Pi5,Qwen2.5-1.5B,Q3_K_L,"Create a set from the given input and find its size.
[1, 2, 3, 2, 4, 2]",moyen,71,16,1,16,2.78,6.746505876737636e-06,24.3,16.5,12.3,6.13
Pi5,Qwen2.5-1.5B,Q3_K_L,"Create a set from the given input and find its size.
[1, 2, 3, 2, 4, 2]",moyen,71,16,2,16,2.74,6.469409778636075e-06,23.3,16.8,12.8,6.55
Pi5,Qwen2.5-1.5B,Q3_K_L,"Create a set from the given input and find its size.
[1, 2, 3, 2, 4, 2]",moyen,71,16,3,16,2.81,6.807708998638457e-06,24.5,16.4,12.3,6.08
Pi5,Qwen2.5-1.5B,Q3_K_L,"What are the different types of characters in the given play?
Macbeth",moyen,69,16,1,16,2.2,4.667674310190216e-06,16.8,12.8,9.5,5.97
Pi5,Qwen2.5-1.5B,Q3_K_L,"What are the different types of characters in the given play?
Macbeth",moyen,69,16,2,16,2.21,4.702457397115026e-06,16.9,13.2,9.9,6.18
Pi5,Qwen2.5-1.5B,Q3_K_L,"What are the different types of characters in the given play?
Macbeth",moyen,69,16,3,16,2.22,4.7084035654118975e-06,17.0,12.6,9.4,6.28
Pi5,Qwen2.5-1.5B,Q3_K_L,"Find the x-intercept of the line given by the equation.
y = 4x + 10",moyen,67,16,1,16,2.51,5.679523917371385e-06,20.4,15.2,11.3,6.15
Pi5,Qwen2.5-1.5B,Q3_K_L,"Find the x-intercept of the line given by the equation.
y = 4x + 10",moyen,67,16,2,16,2.51,5.671846657552317e-06,20.4,14.4,10.6,5.84
Pi5,Qwen2.5-1.5B,Q3_K_L,"Find the x-intercept of the line given by the equation.
y = 4x + 10",moyen,67,16,3,16,2.48,5.589390694059232e-06,20.1,15.1,11.3,6.14
Pi5,Qwen2.5-1.5B,Q3_K_L,"Identify the most suitable adverb for the following sentence
She works",moyen,70,16,1,16,2.22,4.716395387216413e-06,17.0,11.6,8.6,6.07
Pi5,Qwen2.5-1.5B,Q3_K_L,"Identify the most suitable adverb for the following sentence
She works",moyen,70,16,2,16,2.23,4.734662481954352e-06,17.0,12.1,8.8,5.73
Pi5,Qwen2.5-1.5B,Q3_K_L,"Identify the most suitable adverb for the following sentence
She works",moyen,70,16,3,16,2.2,4.667439336724291e-06,16.8,12.5,9.2,6.22
Pi5,Qwen2.5-1.5B,Q3_K_L,"Generate a sentence using the words ""caffeine"", ""hunter"", and ""monday"".",moyen,71,16,1,16,2.34,5.044017673942963e-06,18.2,13.0,9.6,6.41
Pi5,Qwen2.5-1.5B,Q3_K_L,"Generate a sentence using the words ""caffeine"", ""hunter"", and ""monday"".",moyen,71,16,2,16,2.36,5.067292130121238e-06,18.2,14.0,10.3,6.01
Pi5,Qwen2.5-1.5B,Q3_K_L,"Generate a sentence using the words ""caffeine"", ""hunter"", and ""monday"".",moyen,71,16,3,16,2.35,5.052803254254906e-06,18.2,14.3,10.8,6.7
Pi5,Qwen2.5-1.5B,Q3_K_L,"Sort the given words from most to least serious
Sneeze, trip, shout",moyen,67,16,1,16,2.3,4.915857368073145e-06,17.7,12.4,9.1,5.81
Pi5,Qwen2.5-1.5B,Q3_K_L,"Sort the given words from most to least serious
Sneeze, trip, shout",moyen,67,16,2,16,2.31,4.993233436771852e-06,18.0,13.5,10.0,6.04
Pi5,Qwen2.5-1.5B,Q3_K_L,"Sort the given words from most to least serious
Sneeze, trip, shout",moyen,67,16,3,16,2.31,4.921264508401396e-06,17.7,12.8,9.4,6.06
Pi5,Qwen2.5-1.5B,Q3_K_L,Come up with at least 5 ways to use deep learning in healthcare.,moyen,64,16,1,16,2.26,4.802461836767594e-06,17.3,13.5,10.1,6.29
Pi5,Qwen2.5-1.5B,Q3_K_L,Come up with at least 5 ways to use deep learning in healthcare.,moyen,64,16,2,16,2.26,4.788852070283674e-06,17.2,11.9,8.9,5.95
Pi5,Qwen2.5-1.5B,Q3_K_L,Come up with at least 5 ways to use deep learning in healthcare.,moyen,64,16,3,16,2.27,4.825013131464027e-06,17.4,11.7,8.4,5.84
Pi5,Qwen2.5-1.5B,Q3_K_L,Describe the concept of artificial intelligence in your own words.,moyen,66,16,1,16,2.11,4.522853886466295e-06,16.3,11.8,8.7,6.17
Pi5,Qwen2.5-1.5B,Q3_K_L,Describe the concept of artificial intelligence in your own words.,moyen,66,16,2,16,2.1,4.487676528042793e-06,16.2,10.5,7.6,5.5
Pi5,Qwen2.5-1.5B,Q3_K_L,Describe the concept of artificial intelligence in your own words.,moyen,66,16,3,16,2.11,4.513390276895712e-06,16.2,12.1,8.8,6.03
Pi5,Qwen2.5-1.5B,Q3_K_L,Follow the given example and create a poem about a passionate sunset.,moyen,69,16,1,16,2.17,4.610320194017545e-06,16.6,11.3,8.4,5.94
Pi5,Qwen2.5-1.5B,Q3_K_L,Follow the given example and create a poem about a passionate sunset.,moyen,69,16,2,16,2.17,4.632887180372512e-06,16.7,11.1,8.0,5.82
Pi5,Qwen2.5-1.5B,Q3_K_L,Follow the given example and create a poem about a passionate sunset.,moyen,69,16,3,16,2.16,4.592659057118996e-06,16.5,12.4,9.2,6.08
Pi5,Qwen2.5-1.5B,Q3_K_L,"Create three subheadings that could be used to divide the news article.
Tesla announced plans to develop a new battery technology that will increase the range of electric vehicles.",long,180,16,1,16,2.88,7.66582153242589e-06,27.6,16.9,12.8,6.27
Pi5,Qwen2.5-1.5B,Q3_K_L,"Create three subheadings that could be used to divide the news article.
Tesla announced plans to develop a new battery technology that will increase the range of electric vehicles.",long,180,16,2,16,2.84,7.302647507252874e-06,26.3,18.0,13.9,6.62
Pi5,Qwen2.5-1.5B,Q3_K_L,"Create three subheadings that could be used to divide the news article.
Tesla announced plans to develop a new battery technology that will increase the range of electric vehicles.",long,180,16,3,16,2.92,8.215293227958806e-06,29.6,17.1,12.8,6.59
Pi5,Qwen2.5-1.5B,Q3_K_L,"Given a string word and a dictionary of words, determine whether the word is a valid word.
String word: ""hello""
Dictionary of words: { ""hi"", ""bye"", ""hello"", ""world"" }",long,166,16,1,16,3.23,1.0155886262150316e-05,36.6,19.3,14.8,6.38
Pi5,Qwen2.5-1.5B,Q3_K_L,"Given a string word and a dictionary of words, determine whether the word is a valid word.
String word: ""hello""
Dictionary of words: { ""hi"", ""bye"", ""hello"", ""world"" }",long,166,16,2,16,3.23,1.0230352329033934e-05,36.8,20.0,15.4,6.84
Pi5,Qwen2.5-1.5B,Q3_K_L,"Given a string word and a dictionary of words, determine whether the word is a valid word.
String word: ""hello""
Dictionary of words: { ""hi"", ""bye"", ""hello"", ""world"" }",long,166,16,3,16,3.27,1.031708645805843e-05,37.1,21.0,16.1,6.67
Pi5,Qwen2.5-1.5B,Q3_K_L,"Given the following conditions, formulate a hypothesis.
Temperature, humidity, and precipitation levels are higher during the summer than the winter.",long,149,16,1,16,2.58,5.799003687196009e-06,20.9,15.5,11.7,6.56
Pi5,Qwen2.5-1.5B,Q3_K_L,"Given the following conditions, formulate a hypothesis.
Temperature, humidity, and precipitation levels are higher during the summer than the winter.",long,149,16,2,16,2.61,5.859513854117017e-06,21.1,15.5,11.7,6.23
Pi5,Qwen2.5-1.5B,Q3_K_L,"Given the following conditions, formulate a hypothesis.
Temperature, humidity, and precipitation levels are higher during the summer than the winter.",long,149,16,3,16,2.6,5.817863825769858e-06,20.9,15.3,11.5,6.2
Pi5,Qwen2.5-1.5B,Q3_K_L,"Make an assumption based on the following data.
90% of surveyed software developers work more than 8 hours a day, while only 10% work less than 8 hours a day",long,157,16,1,16,3.09,9.307531029358008e-06,33.5,19.5,15.0,6.47
Pi5,Qwen2.5-1.5B,Q3_K_L,"Make an assumption based on the following data.
90% of surveyed software developers work more than 8 hours a day, while only 10% work less than 8 hours a day",long,157,16,2,16,3.09,9.040941192302934e-06,32.5,20.3,15.6,6.67
Pi5,Qwen2.5-1.5B,Q3_K_L,"Make an assumption based on the following data.
90% of surveyed software developers work more than 8 hours a day, while only 10% work less than 8 hours a day",long,157,16,3,16,3.09,9.273168152316616e-06,33.4,19.7,15.1,6.49
Pi5,Qwen2.5-1.5B,Q3_K_L,"Given the following details, write a short paragraph about a vacation destination.
Destination: Mexico 
Time of Year: Summer 
Activities: Swimming, fishing, snorkeling, zip-lining",long,179,16,1,16,2.98,8.709338642243957e-06,31.4,18.3,13.9,6.75
Pi5,Qwen2.5-1.5B,Q3_K_L,"Given the following details, write a short paragraph about a vacation destination.
Destination: Mexico 
Time of Year: Summer 
Activities: Swimming, fishing, snorkeling, zip-lining",long,179,16,2,16,2.98,8.90972528409051e-06,32.1,18.0,13.9,6.41
Pi5,Qwen2.5-1.5B,Q3_K_L,"Given the following details, write a short paragraph about a vacation destination.
Destination: Mexico 
Time of Year: Summer 
Activities: Swimming, fishing, snorkeling, zip-lining",long,179,16,3,16,2.95,8.449075888173885e-06,30.4,18.9,14.5,6.5
Pi5,Qwen2.5-1.5B,Q3_K_L,"Generate a random password with 8 characters containing at least one number, one special character, one capital letter and one lowercase letter.",long,144,16,1,16,2.63,5.868196262882417e-06,21.1,16.1,12.3,6.29
Pi5,Qwen2.5-1.5B,Q3_K_L,"Generate a random password with 8 characters containing at least one number, one special character, one capital letter and one lowercase letter.",long,144,16,2,16,2.61,5.85769687919126e-06,21.1,17.3,13.1,6.68
Pi5,Qwen2.5-1.5B,Q3_K_L,"Generate a random password with 8 characters containing at least one number, one special character, one capital letter and one lowercase letter.",long,144,16,3,16,2.63,5.887625340529299e-06,21.2,14.7,11.0,6.21
Pi5,Qwen2.5-1.5B,Q3_K_L,"Edit the following to make it suitable for school-aged children.
Bob and Bill were arguing over who was the best player on the basketball team.",long,143,16,1,16,2.72,6.217556242470739e-06,22.4,15.3,11.2,5.92
Pi5,Qwen2.5-1.5B,Q3_K_L,"Edit the following to make it suitable for school-aged children.
Bob and Bill were arguing over who was the best player on the basketball team.",long,143,16,2,16,2.65,5.980991570333304e-06,21.5,16.1,12.3,6.52
Pi5,Qwen2.5-1.5B,Q3_K_L,"Edit the following to make it suitable for school-aged children.
Bob and Bill were arguing over who was the best player on the basketball team.",long,143,16,3,16,2.69,6.130725675084197e-06,22.1,16.5,12.6,6.64
Pi5,Qwen2.5-1.5B,Q3_K_L,"Given a description of a situation, provide an appropriate ethical judgement.
A chef was not happy with the performance of a waiter, so he yelled and cursed at him in front of other people.",long,189,16,1,16,3.06,8.830696518447905e-06,31.8,19.4,14.7,6.71
Pi5,Qwen2.5-1.5B,Q3_K_L,"Given a description of a situation, provide an appropriate ethical judgement.
A chef was not happy with the performance of a waiter, so he yelled and cursed at him in front of other people.",long,189,16,2,16,3.05,8.553671919687428e-06,30.8,19.4,15.0,6.86
Pi5,Qwen2.5-1.5B,Q3_K_L,"Given a description of a situation, provide an appropriate ethical judgement.
A chef was not happy with the performance of a waiter, so he yelled and cursed at him in front of other people.",long,189,16,3,16,3.07,8.948689234277292e-06,32.2,19.9,15.2,6.73
Pi5,Qwen2.5-1.5B,Q3_K_L,"Rewrite this poem to make it more vivid and interesting.
Once I had a house
where I made a thousand memories
It served me well
but now I'm gone",long,143,16,1,16,2.94,8.219065002166825e-06,29.6,17.8,13.5,6.54
Pi5,Qwen2.5-1.5B,Q3_K_L,"Rewrite this poem to make it more vivid and interesting.
Once I had a house
where I made a thousand memories
It served me well
but now I'm gone",long,143,16,2,16,3.01,7.77002865673216e-06,28.0,18.3,14.1,6.36
Pi5,Qwen2.5-1.5B,Q3_K_L,"Rewrite this poem to make it more vivid and interesting.
Once I had a house
where I made a thousand memories
It served me well
but now I'm gone",long,143,16,3,16,2.94,8.21345330635808e-06,29.6,18.1,13.8,6.45
Pi5,Qwen2.5-1.5B,Q3_K_L,"Categorize the following text into one of the genres: Comedy, Thriller, Romance, or Drama.
Two kids from very different backgrounds meet in summer camp and form an unlikely friendship.",long,184,16,1,16,3.07,8.900928336292102e-06,32.0,19.4,14.9,6.38
Pi5,Qwen2.5-1.5B,Q3_K_L,"Categorize the following text into one of the genres: Comedy, Thriller, Romance, or Drama.
Two kids from very different backgrounds meet in summer camp and form an unlikely friendship.",long,184,16,2,16,3.06,8.617045893779966e-06,31.0,20.6,15.8,6.78
Pi5,Qwen2.5-1.5B,Q3_K_L,"Categorize the following text into one of the genres: Comedy, Thriller, Romance, or Drama.
Two kids from very different backgrounds meet in summer camp and form an unlikely friendship.",long,184,16,3,16,3.07,8.881855128045385e-06,32.0,20.3,15.7,6.65
Pi5,Qwen2.5-1.5B,Q3_K_L,"Label the following news article as either ""Political"" or ""Entertainment""
Ansel Elgort and Gabrielle Union have both been cast in a new romantic summer movie to be released in 2022.",long,181,16,1,16,3.27,1.0263806596236037e-05,36.9,21.0,16.0,6.47
Pi5,Qwen2.5-1.5B,Q3_K_L,"Label the following news article as either ""Political"" or ""Entertainment""
Ansel Elgort and Gabrielle Union have both been cast in a new romantic summer movie to be released in 2022.",long,181,16,2,16,3.27,1.0279034644920246e-05,37.0,21.7,16.6,6.67
Pi5,Qwen2.5-1.5B,Q3_K_L,"Label the following news article as either ""Political"" or ""Entertainment""
Ansel Elgort and Gabrielle Union have both been cast in a new romantic summer movie to be released in 2022.",long,181,16,3,16,3.23,1.0227893298410132e-05,36.8,20.1,15.4,6.69
Pi5,Qwen2.5-1.5B,Q3_K_L,"Identify the sentence in the given paragraph that contains all the given words.
Words: happiness, life, strive 
Paragraph:
Living your best life means striving for happiness in all aspects of life. Happiness can be found in the small daily moments, but also through being content with what you have. You don’t need to struggle to be content. You just need to shift how you look at life in order to see the beauty that already exists.",long,433,16,1,16,4.88,1.916846778969684e-05,69.0,33.2,26.2,6.84
Pi5,Qwen2.5-1.5B,Q3_K_L,"Identify the sentence in the given paragraph that contains all the given words.
Words: happiness, life, strive 
Paragraph:
Living your best life means striving for happiness in all aspects of life. Happiness can be found in the small daily moments, but also through being content with what you have. You don’t need to struggle to be content. You just need to shift how you look at life in order to see the beauty that already exists.",long,433,16,2,16,4.86,1.90403970020119e-05,68.5,32.8,25.7,6.98
Pi5,Qwen2.5-1.5B,Q3_K_L,"Identify the sentence in the given paragraph that contains all the given words.
Words: happiness, life, strive 
Paragraph:
Living your best life means striving for happiness in all aspects of life. Happiness can be found in the small daily moments, but also through being content with what you have. You don’t need to struggle to be content. You just need to shift how you look at life in order to see the beauty that already exists.",long,433,16,3,16,4.85,1.905240504236238e-05,68.6,32.5,25.5,6.87
Pi5,Qwen2.5-1.5B,Q3_K_L,"Frame a one-sentence hypothesis given the following information.
The goal of the study is to analyze the impact of online learning platforms on student performance.",long,164,16,1,16,2.72,6.231652986332557e-06,22.4,16.8,12.8,6.72
Pi5,Qwen2.5-1.5B,Q3_K_L,"Frame a one-sentence hypothesis given the following information.
The goal of the study is to analyze the impact of online learning platforms on student performance.",long,164,16,2,16,2.73,6.445413911975465e-06,23.2,16.3,12.3,6.35
Pi5,Qwen2.5-1.5B,Q3_K_L,"Frame a one-sentence hypothesis given the following information.
The goal of the study is to analyze the impact of online learning platforms on student performance.",long,164,16,3,16,2.69,6.210997735406961e-06,22.4,17.1,13.1,6.61
Pi5,Qwen2.5-1.5B,Q3_K_L,"Identify if the given sentence is a rhetorical question or not. Output 1 for rhetorical question, and 0 for not.
Are you out of your mind?",long,138,16,1,16,2.92,7.784593011263645e-06,28.0,17.7,13.6,6.33
Pi5,Qwen2.5-1.5B,Q3_K_L,"Identify if the given sentence is a rhetorical question or not. Output 1 for rhetorical question, and 0 for not.
Are you out of your mind?",long,138,16,2,16,2.87,7.764559411117842e-06,28.0,18.4,14.1,6.52
Pi5,Qwen2.5-1.5B,Q3_K_L,"Identify if the given sentence is a rhetorical question or not. Output 1 for rhetorical question, and 0 for not.
Are you out of your mind?",long,138,16,3,16,2.84,7.339266555307371e-06,26.4,17.1,13.0,6.38
Pi5,Qwen2.5-1.5B,Q3_K_L,"Create a short news article summarizing the following information.
A new report from the World Health Organization suggests that mental health in adolescents is declining due to increased social media and technology use.",long,220,16,1,16,3.74,1.2684471621742256e-05,45.7,23.5,17.7,6.35
Pi5,Qwen2.5-1.5B,Q3_K_L,"Create a short news article summarizing the following information.
A new report from the World Health Organization suggests that mental health in adolescents is declining due to increased social media and technology use.",long,220,16,2,16,3.04,7.740930500653402e-06,27.9,18.5,14.2,6.35
Pi5,Qwen2.5-1.5B,Q3_K_L,"Create a short news article summarizing the following information.
A new report from the World Health Organization suggests that mental health in adolescents is declining due to increased social media and technology use.",long,220,16,3,16,2.96,8.76509283690065e-06,31.6,18.3,13.9,6.3
Pi5,Qwen2.5-1.5B,Q3_K_L,Does cognitive empathy exist?,court,29,64,1,64,7.11,1.350570955794829e-05,48.6,40.8,29.3,5.81
Pi5,Qwen2.5-1.5B,Q3_K_L,Does cognitive empathy exist?,court,29,64,2,64,7.11,1.3508358175830187e-05,48.6,41.5,30.1,5.92
