machine,modele,quantification,prompt,classe,n_caracteres,max_tokens,run,tokens,duree_s,energie_kWh,joules,joules_pmic,joules_pmic_cpu,w_moyen_pmic
Pi5,Llama-3.2-1B,Q3_K_L,Construct a query that returns information about the Eiffel Tower.,moyen,66,16,3,16,1.74,4.204583297999141e-06,15.1,10.3,7.1,6.11
Pi5,Llama-3.2-1B,Q3_K_L,"Create a set from the given input and find its size.
[1, 2, 3, 2, 4, 2]",moyen,71,16,1,16,2.19,4.6398283893104736e-06,16.7,14.2,10.2,6.64
Pi5,Llama-3.2-1B,Q3_K_L,"Create a set from the given input and find its size.
[1, 2, 3, 2, 4, 2]",moyen,71,16,2,16,2.19,4.6664732727301e-06,16.8,12.8,9.1,6.37
Pi5,Llama-3.2-1B,Q3_K_L,"Create a set from the given input and find its size.
[1, 2, 3, 2, 4, 2]",moyen,71,16,3,16,2.2,4.6583420887312945e-06,16.8,13.0,9.5,6.79
Pi5,Llama-3.2-1B,Q3_K_L,"What are the different types of characters in the given play?
Macbeth",moyen,69,16,1,16,1.78,4.289888070470549e-06,15.4,10.9,7.8,6.47
Pi5,Llama-3.2-1B,Q3_K_L,"What are the different types of characters in the given play?
Macbeth",moyen,69,16,2,16,1.81,4.312318927355737e-06,15.5,10.4,7.3,6.17
Pi5,Llama-3.2-1B,Q3_K_L,"What are the different types of characters in the given play?
Macbeth",moyen,69,16,3,16,1.78,4.267143872863997e-06,15.4,10.9,7.8,6.48
Pi5,Llama-3.2-1B,Q3_K_L,"Find the x-intercept of the line given by the equation.
y = 4x + 10",moyen,67,16,1,16,1.95,4.546272634351549e-06,16.4,12.3,8.8,6.51
Pi5,Llama-3.2-1B,Q3_K_L,"Find the x-intercept of the line given by the equation.
y = 4x + 10",moyen,67,16,2,16,2.03,4.39000692808896e-06,15.8,11.5,8.0,6.02
Pi5,Llama-3.2-1B,Q3_K_L,"Find the x-intercept of the line given by the equation.
y = 4x + 10",moyen,67,16,3,16,1.96,4.572119266295671e-06,16.5,12.2,8.7,6.41
Pi5,Llama-3.2-1B,Q3_K_L,"Identify the most suitable adverb for the following sentence
She works",moyen,70,16,1,16,1.77,4.252445584569345e-06,15.3,10.0,7.0,6.35
Pi5,Llama-3.2-1B,Q3_K_L,"Identify the most suitable adverb for the following sentence
She works",moyen,70,16,2,16,1.84,4.369029044611893e-06,15.7,10.4,7.4,6.14
Pi5,Llama-3.2-1B,Q3_K_L,"Identify the most suitable adverb for the following sentence
She works",moyen,70,16,3,16,1.77,4.241213527568445e-06,15.3,10.4,7.2,6.2
Pi5,Llama-3.2-1B,Q3_K_L,"Generate a sentence using the words ""caffeine"", ""hunter"", and ""monday"".",moyen,71,16,1,16,1.88,4.41913924726041e-06,15.9,12.2,8.7,6.71
Pi5,Llama-3.2-1B,Q3_K_L,"Generate a sentence using the words ""caffeine"", ""hunter"", and ""monday"".",moyen,71,16,2,16,1.87,4.40960036056134e-06,15.9,10.8,7.6,6.05
Pi5,Llama-3.2-1B,Q3_K_L,"Generate a sentence using the words ""caffeine"", ""hunter"", and ""monday"".",moyen,71,16,3,16,1.88,4.422227188954968e-06,15.9,12.1,8.6,6.76
Pi5,Llama-3.2-1B,Q3_K_L,"Sort the given words from most to least serious
Sneeze, trip, shout",moyen,67,16,1,16,1.85,4.373274477012366e-06,15.7,11.0,8.0,6.55
Pi5,Llama-3.2-1B,Q3_K_L,"Sort the given words from most to least serious
Sneeze, trip, shout",moyen,67,16,2,16,1.84,4.352812455396995e-06,15.7,11.7,8.4,6.57
Pi5,Llama-3.2-1B,Q3_K_L,"Sort the given words from most to least serious
Sneeze, trip, shout",moyen,67,16,3,16,1.83,4.3302875851529115e-06,15.6,11.0,7.8,6.54
Pi5,Llama-3.2-1B,Q3_K_L,Come up with at least 5 ways to use deep learning in healthcare.,moyen,64,16,1,16,1.79,4.2793051950819625e-06,15.4,10.4,7.4,6.54
Pi5,Llama-3.2-1B,Q3_K_L,Come up with at least 5 ways to use deep learning in healthcare.,moyen,64,16,2,16,1.77,4.251295294720661e-06,15.3,9.9,7.0,6.26
Pi5,Llama-3.2-1B,Q3_K_L,Come up with at least 5 ways to use deep learning in healthcare.,moyen,64,16,3,16,1.79,4.293146443831497e-06,15.5,11.0,7.9,6.52
Pi5,Llama-3.2-1B,Q3_K_L,Describe the concept of artificial intelligence in your own words.,moyen,66,16,1,16,1.69,4.1252267344953335e-06,14.9,9.9,7.1,6.29
Pi5,Llama-3.2-1B,Q3_K_L,Describe the concept of artificial intelligence in your own words.,moyen,66,16,2,16,1.68,4.114598561974841e-06,14.8,8.9,6.0,5.65
Pi5,Llama-3.2-1B,Q3_K_L,Describe the concept of artificial intelligence in your own words.,moyen,66,16,3,16,1.68,4.115373889241286e-06,14.8,8.8,6.2,6.09
Pi5,Llama-3.2-1B,Q3_K_L,Follow the given example and create a poem about a passionate sunset.,moyen,69,16,1,16,1.75,4.237526792942188e-06,15.3,9.1,6.2,5.72
Pi5,Llama-3.2-1B,Q3_K_L,Follow the given example and create a poem about a passionate sunset.,moyen,69,16,2,16,1.75,4.2095311091182265e-06,15.2,10.4,7.3,6.17
Pi5,Llama-3.2-1B,Q3_K_L,Follow the given example and create a poem about a passionate sunset.,moyen,69,16,3,16,1.75,4.229652988140935e-06,15.2,10.1,7.1,5.99
Pi5,Llama-3.2-1B,Q3_K_L,"Create three subheadings that could be used to divide the news article.
Tesla announced plans to develop a new battery technology that will increase the range of electric vehicles.",long,180,16,1,16,2.26,4.802323145851841e-06,17.3,13.7,10.0,6.7
Pi5,Llama-3.2-1B,Q3_K_L,"Create three subheadings that could be used to divide the news article.
Tesla announced plans to develop a new battery technology that will increase the range of electric vehicles.",long,180,16,2,16,2.36,4.9391674657255414e-06,17.8,14.1,10.1,6.3
Pi5,Llama-3.2-1B,Q3_K_L,"Create three subheadings that could be used to divide the news article.
Tesla announced plans to develop a new battery technology that will increase the range of electric vehicles.",long,180,16,3,16,2.25,4.78804184554452e-06,17.2,14.3,10.6,6.98
Pi5,Llama-3.2-1B,Q3_K_L,"Given a string word and a dictionary of words, determine whether the word is a valid word.
String word: ""hello""
Dictionary of words: { ""hi"", ""bye"", ""hello"", ""world"" }",long,166,16,1,16,2.5,6.545118980163826e-06,23.6,15.6,11.3,6.6
Pi5,Llama-3.2-1B,Q3_K_L,"Given a string word and a dictionary of words, determine whether the word is a valid word.
String word: ""hello""
Dictionary of words: { ""hi"", ""bye"", ""hello"", ""world"" }",long,166,16,2,16,2.5,6.612579098292374e-06,23.8,16.5,12.3,6.98
Pi5,Llama-3.2-1B,Q3_K_L,"Given a string word and a dictionary of words, determine whether the word is a valid word.
String word: ""hello""
Dictionary of words: { ""hi"", ""bye"", ""hello"", ""world"" }",long,166,16,3,16,2.51,6.599228911995579e-06,23.8,16.3,11.9,6.63
Pi5,Llama-3.2-1B,Q3_K_L,"Given the following conditions, formulate a hypothesis.
Temperature, humidity, and precipitation levels are higher during the summer than the winter.",long,149,16,1,16,2.05,4.419113063623855e-06,15.9,12.3,9.0,6.79
Pi5,Llama-3.2-1B,Q3_K_L,"Given the following conditions, formulate a hypothesis.
Temperature, humidity, and precipitation levels are higher during the summer than the winter.",long,149,16,2,16,2.06,4.438201905881768e-06,16.0,12.9,9.3,6.73
Pi5,Llama-3.2-1B,Q3_K_L,"Given the following conditions, formulate a hypothesis.
Temperature, humidity, and precipitation levels are higher during the summer than the winter.",long,149,16,3,16,2.06,4.4457799676858076e-06,16.0,12.8,9.4,6.68
Pi5,Llama-3.2-1B,Q3_K_L,"Make an assumption based on the following data.
90% of surveyed software developers work more than 8 hours a day, while only 10% work less than 8 hours a day",long,157,16,1,16,2.37,5.2649320456713425e-06,19.0,14.8,11.0,6.93
Pi5,Llama-3.2-1B,Q3_K_L,"Make an assumption based on the following data.
90% of surveyed software developers work more than 8 hours a day, while only 10% work less than 8 hours a day",long,157,16,2,16,2.37,5.298314437574566e-06,19.1,14.3,10.4,6.4
Pi5,Llama-3.2-1B,Q3_K_L,"Make an assumption based on the following data.
90% of surveyed software developers work more than 8 hours a day, while only 10% work less than 8 hours a day",long,157,16,3,16,2.39,5.349239714504884e-06,19.3,16.2,11.9,6.84
Pi5,Llama-3.2-1B,Q3_K_L,"Given the following details, write a short paragraph about a vacation destination.
Destination: Mexico 
Time of Year: Summer 
Activities: Swimming, fishing, snorkeling, zip-lining",long,179,16,1,16,2.36,5.24695587361118e-06,18.9,15.6,11.3,6.65
Pi5,Llama-3.2-1B,Q3_K_L,"Given the following details, write a short paragraph about a vacation destination.
Destination: Mexico 
Time of Year: Summer 
Activities: Swimming, fishing, snorkeling, zip-lining",long,179,16,2,16,2.33,5.025296857003062e-06,18.1,12.7,9.0,6.3
Pi5,Llama-3.2-1B,Q3_K_L,"Given the following details, write a short paragraph about a vacation destination.
Destination: Mexico 
Time of Year: Summer 
Activities: Swimming, fishing, snorkeling, zip-lining",long,179,16,3,16,2.33,5.024306789488878e-06,18.1,13.5,9.8,6.71
Pi5,Llama-3.2-1B,Q3_K_L,"Generate a random password with 8 characters containing at least one number, one special character, one capital letter and one lowercase letter.",long,144,16,1,16,2.08,4.468076800900086e-06,16.1,12.7,9.3,6.33
Pi5,Llama-3.2-1B,Q3_K_L,"Generate a random password with 8 characters containing at least one number, one special character, one capital letter and one lowercase letter.",long,144,16,2,16,2.16,4.60837675383556e-06,16.6,12.3,8.7,6.04
Pi5,Llama-3.2-1B,Q3_K_L,"Generate a random password with 8 characters containing at least one number, one special character, one capital letter and one lowercase letter.",long,144,16,3,16,2.08,4.474366397194391e-06,16.1,12.3,8.9,6.41
Pi5,Llama-3.2-1B,Q3_K_L,"Edit the following to make it suitable for school-aged children.
Bob and Bill were arguing over who was the best player on the basketball team.",long,143,16,1,16,2.16,4.575093432828651e-06,16.5,14.0,10.1,6.56
Pi5,Llama-3.2-1B,Q3_K_L,"Edit the following to make it suitable for school-aged children.
Bob and Bill were arguing over who was the best player on the basketball team.",long,143,16,2,16,2.14,4.553569405167343e-06,16.4,13.2,9.6,6.55
Pi5,Llama-3.2-1B,Q3_K_L,"Edit the following to make it suitable for school-aged children.
Bob and Bill were arguing over who was the best player on the basketball team.",long,143,16,3,16,2.13,4.555014153969861e-06,16.4,13.0,9.5,6.79
Pi5,Llama-3.2-1B,Q3_K_L,"Given a description of a situation, provide an appropriate ethical judgement.
A chef was not happy with the performance of a waiter, so he yelled and cursed at him in front of other people.",long,189,16,1,16,2.4,5.537449288114097e-06,19.9,14.9,11.1,6.99
Pi5,Llama-3.2-1B,Q3_K_L,"Given a description of a situation, provide an appropriate ethical judgement.
A chef was not happy with the performance of a waiter, so he yelled and cursed at him in front of other people.",long,189,16,2,16,2.4,5.51446590782631e-06,19.9,14.7,10.9,6.89
Pi5,Llama-3.2-1B,Q3_K_L,"Given a description of a situation, provide an appropriate ethical judgement.
A chef was not happy with the performance of a waiter, so he yelled and cursed at him in front of other people.",long,189,16,3,16,2.49,5.664091744580273e-06,20.4,15.9,11.8,6.75
Pi5,Llama-3.2-1B,Q3_K_L,"Rewrite this poem to make it more vivid and interesting.
Once I had a house
where I made a thousand memories
It served me well
but now I'm gone",long,143,16,1,16,2.31,4.94230484980344e-06,17.8,14.4,10.4,6.37
Pi5,Llama-3.2-1B,Q3_K_L,"Rewrite this poem to make it more vivid and interesting.
Once I had a house
where I made a thousand memories
It served me well
but now I'm gone",long,143,16,2,16,2.29,4.880921284077662e-06,17.6,14.5,10.7,6.77
Pi5,Llama-3.2-1B,Q3_K_L,"Rewrite this poem to make it more vivid and interesting.
Once I had a house
where I made a thousand memories
It served me well
but now I'm gone",long,143,16,3,16,2.3,4.909762609433034e-06,17.7,13.9,10.1,6.49
Pi5,Llama-3.2-1B,Q3_K_L,"Categorize the following text into one of the genres: Comedy, Thriller, Romance, or Drama.
Two kids from very different backgrounds meet in summer camp and form an unlikely friendship.",long,184,16,1,16,2.4,5.484949879399858e-06,19.7,15.4,11.3,6.81
Pi5,Llama-3.2-1B,Q3_K_L,"Categorize the following text into one of the genres: Comedy, Thriller, Romance, or Drama.
Two kids from very different backgrounds meet in summer camp and form an unlikely friendship.",long,184,16,2,16,2.4,5.502236395264319e-06,19.8,13.7,9.8,6.39
Pi5,Llama-3.2-1B,Q3_K_L,"Categorize the following text into one of the genres: Comedy, Thriller, Romance, or Drama.
Two kids from very different backgrounds meet in summer camp and form an unlikely friendship.",long,184,16,3,16,2.39,5.446386474861924e-06,19.6,14.8,10.7,6.56
Pi5,Llama-3.2-1B,Q3_K_L,"Label the following news article as either ""Political"" or ""Entertainment""
Ansel Elgort and Gabrielle Union have both been cast in a new romantic summer movie to be released in 2022.",long,181,16,1,16,2.5,6.5382707698791074e-06,23.5,16.1,11.9,6.83
Pi5,Llama-3.2-1B,Q3_K_L,"Label the following news article as either ""Political"" or ""Entertainment""
Ansel Elgort and Gabrielle Union have both been cast in a new romantic summer movie to be released in 2022.",long,181,16,2,16,2.5,6.5028320169318115e-06,23.4,16.0,11.8,6.77
Pi5,Llama-3.2-1B,Q3_K_L,"Label the following news article as either ""Political"" or ""Entertainment""
Ansel Elgort and Gabrielle Union have both been cast in a new romantic summer movie to be released in 2022.",long,181,16,3,16,2.49,6.328273475684125e-06,22.8,15.8,11.3,6.41
Pi5,Llama-3.2-1B,Q3_K_L,"Identify the sentence in the given paragraph that contains all the given words.
Words: happiness, life, strive 
Paragraph:
Living your best life means striving for happiness in all aspects of life. Happiness can be found in the small daily moments, but also through being content with what you have. You don’t need to struggle to be content. You just need to shift how you look at life in order to see the beauty that already exists.",long,433,16,1,16,3.7,1.4468503272319694e-05,52.1,24.6,18.4,6.85
Pi5,Llama-3.2-1B,Q3_K_L,"Identify the sentence in the given paragraph that contains all the given words.
Words: happiness, life, strive 
Paragraph:
Living your best life means striving for happiness in all aspects of life. Happiness can be found in the small daily moments, but also through being content with what you have. You don’t need to struggle to be content. You just need to shift how you look at life in order to see the beauty that already exists.",long,433,16,2,16,3.68,1.4176607294729435e-05,51.0,24.6,18.7,7.04
Pi5,Llama-3.2-1B,Q3_K_L,"Identify the sentence in the given paragraph that contains all the given words.
Words: happiness, life, strive 
Paragraph:
Living your best life means striving for happiness in all aspects of life. Happiness can be found in the small daily moments, but also through being content with what you have. You don’t need to struggle to be content. You just need to shift how you look at life in order to see the beauty that already exists.",long,433,16,3,16,3.68,1.4268489459894552e-05,51.4,25.5,19.4,7.34
Pi5,Llama-3.2-1B,Q3_K_L,"Frame a one-sentence hypothesis given the following information.
The goal of the study is to analyze the impact of online learning platforms on student performance.",long,164,16,1,16,2.15,4.574381940872854e-06,16.5,13.7,10.0,6.71
Pi5,Llama-3.2-1B,Q3_K_L,"Frame a one-sentence hypothesis given the following information.
The goal of the study is to analyze the impact of online learning platforms on student performance.",long,164,16,2,16,2.16,4.6090309100517376e-06,16.6,14.3,10.4,6.72
Pi5,Llama-3.2-1B,Q3_K_L,"Frame a one-sentence hypothesis given the following information.
The goal of the study is to analyze the impact of online learning platforms on student performance.",long,164,16,3,16,2.16,4.594841371206295e-06,16.5,14.5,10.5,6.8
Pi5,Llama-3.2-1B,Q3_K_L,"Identify if the given sentence is a rhetorical question or not. Output 1 for rhetorical question, and 0 for not.
Are you out of your mind?",long,138,16,1,16,2.28,4.839445517970725e-06,17.4,14.6,10.6,6.49
Pi5,Llama-3.2-1B,Q3_K_L,"Identify if the given sentence is a rhetorical question or not. Output 1 for rhetorical question, and 0 for not.
Are you out of your mind?",long,138,16,2,16,2.27,4.8180467569386125e-06,17.3,14.6,10.9,6.83
Pi5,Llama-3.2-1B,Q3_K_L,"Identify if the given sentence is a rhetorical question or not. Output 1 for rhetorical question, and 0 for not.
Are you out of your mind?",long,138,16,3,16,2.27,4.82748133620352e-06,17.4,14.1,10.4,6.59
Pi5,Llama-3.2-1B,Q3_K_L,"Create a short news article summarizing the following information.
A new report from the World Health Organization suggests that mental health in adolescents is declining due to increased social media and technology use.",long,220,16,1,16,2.35,5.13297358408107e-06,18.5,14.7,10.7,6.53
Pi5,Llama-3.2-1B,Q3_K_L,"Create a short news article summarizing the following information.
A new report from the World Health Organization suggests that mental health in adolescents is declining due to increased social media and technology use.",long,220,16,2,16,2.36,5.176070006975157e-06,18.6,14.7,10.5,6.46
Pi5,Llama-3.2-1B,Q3_K_L,"Create a short news article summarizing the following information.
A new report from the World Health Organization suggests that mental health in adolescents is declining due to increased social media and technology use.",long,220,16,3,16,2.33,5.063660107657292e-06,18.2,14.4,10.4,6.42
Pi5,Llama-3.2-1B,Q3_K_L,Does cognitive empathy exist?,court,29,64,1,64,5.8,1.1636598230042349e-05,41.9,34.6,23.9,6.1
Pi5,Llama-3.2-1B,Q3_K_L,Does cognitive empathy exist?,court,29,64,2,64,5.75,1.1539702031029066e-05,41.5,34.6,23.6,6.09
Pi5,Llama-3.2-1B,Q3_K_L,Does cognitive empathy exist?,court,29,64,3,64,5.76,1.1497683501837245e-05,41.4,33.5,22.9,6.05
Pi5,Llama-3.2-1B,Q3_K_L,Generate a movie review,court,23,64,1,64,5.8,1.1591242859880424e-05,41.7,34.6,23.8,6.1
Pi5,Llama-3.2-1B,Q3_K_L,Generate a movie review,court,23,64,2,64,5.73,1.1536171533260102e-05,41.5,34.7,23.9,6.13
Pi5,Llama-3.2-1B,Q3_K_L,Generate a movie review,court,23,64,3,64,5.74,1.1489918172261784e-05,41.4,34.0,23.1,5.98
